Point	X	Y	Z
1212	503.905 m	90.229 m	-3282.994 m
1213	498.531 m	90.229 m	-3271.772 m
1214	493.177 m	90.229 m	-3260.548 m
1215	487.842 m	90.229 m	-3249.322 m
1216	482.528 m	90.229 m	-3238.095 m
1217	477.234 m	90.229 m	-3226.865 m
1218	471.961 m	90.229 m	-3215.633 m
1219	466.707 m	90.229 m	-3204.398 m
1220	461.473 m	90.229 m	-3193.16 m
1221	456.26 m	90.229 m	-3181.92 m
1222	451.067 m	90.229 m	-3170.676 m
1223	445.894 m	90.229 m	-3159.429 m
1224	440.741 m	90.229 m	-3148.178 m
1225	435.602 m	90.229 m	-3136.908 m
1226	430.442 m	90.229 m	-3125.542 m
1227	425.302 m	90.229 m	-3114.173 m
1228	420.183 m	90.229 m	-3102.798 m
1229	415.084 m	90.229 m	-3091.419 m
1230	410.007 m	90.229 m	-3080.035 m
1231	404.95 m	90.229 m	-3068.646 m
1232	399.913 m	90.229 m	-3057.251 m
1233	394.898 m	90.229 m	-3045.85 m
1234	389.903 m	90.229 m	-3034.444 m
1235	384.929 m	90.229 m	-3023.032 m
1236	379.975 m	90.229 m	-3011.613 m
1237	375.043 m	90.229 m	-3000.188 m
1238	370.131 m	90.229 m	-2988.756 m
1239	365.24 m	90.229 m	-2977.317 m
1240	360.37 m	90.229 m	-2965.871 m
1241	355.52 m	90.229 m	-2954.417 m
1242	350.692 m	90.229 m	-2942.956 m
1243	345.884 m	90.229 m	-2931.488 m
1244	341.097 m	90.229 m	-2920.011 m
1245	336.332 m	90.229 m	-2908.526 m
1246	331.587 m	90.229 m	-2897.032 m
1247	326.863 m	90.229 m	-2885.53 m
1248	322.16 m	90.229 m	-2874.019 m
1249	317.477 m	90.229 m	-2862.499 m
1250	312.82 m	90.229 m	-2850.98 m
1251	308.188 m	90.229 m	-2839.461 m
1252	303.577 m	90.229 m	-2827.932 m
1253	298.986 m	90.229 m	-2816.394 m
1254	294.417 m	90.229 m	-2804.845 m
1255	289.868 m	90.229 m	-2793.286 m
1256	285.341 m	90.229 m	-2781.717 m
1257	280.834 m	90.229 m	-2770.137 m
1258	276.349 m	90.229 m	-2758.545 m
1259	271.884 m	90.229 m	-2746.943 m
1260	267.441 m	90.229 m	-2735.329 m
1261	263.018 m	90.229 m	-2723.704 m
1262	258.617 m	90.229 m	-2712.067 m
1263	254.236 m	90.229 m	-2700.417 m
1264	249.877 m	90.229 m	-2688.756 m
1265	245.539 m	90.229 m	-2677.082 m
1266	241.222 m	90.229 m	-2665.395 m
1267	236.926 m	90.229 m	-2653.695 m
1268	232.651 m	90.229 m	-2641.983 m
1269	228.397 m	90.229 m	-2630.257 m
1270	224.165 m	90.229 m	-2618.517 m
1271	219.953 m	90.229 m	-2606.764 m
1272	215.763 m	90.229 m	-2594.997 m
1273	211.594 m	90.229 m	-2583.215 m
1274	207.446 m	90.229 m	-2571.42 m
1275	203.366 m	90.229 m	-2559.741 m
1276	199.315 m	90.229 m	-2548.073 m
1277	195.284 m	90.229 m	-2536.391 m
1278	191.275 m	90.229 m	-2524.694 m
1279	187.286 m	90.229 m	-2512.983 m
1280	183.318 m	90.229 m	-2501.255 m
1281	179.37 m	90.229 m	-2489.513 m
1282	175.444 m	90.229 m	-2477.754 m
1283	171.538 m	90.229 m	-2465.98 m
1284	167.653 m	90.229 m	-2454.19 m
1285	163.788 m	90.229 m	-2442.384 m
1286	159.945 m	90.229 m	-2430.561 m
1287	156.122 m	90.229 m	-2418.721 m
1288	152.32 m	90.229 m	-2406.865 m
1289	148.539 m	90.229 m	-2394.991 m
1290	144.779 m	90.229 m	-2383.101 m
1291	141.04 m	90.229 m	-2371.192 m
1292	137.322 m	90.229 m	-2359.266 m
1293	133.624 m	90.229 m	-2347.322 m
1294	129.948 m	90.229 m	-2335.361 m
1295	126.292 m	90.229 m	-2323.38 m
1296	122.657 m	90.229 m	-2311.381 m
1297	119.044 m	90.229 m	-2299.364 m
1298	115.451 m	90.229 m	-2287.327 m
1299	111.879 m	90.229 m	-2275.272 m
1300	108.401 m	90.229 m	-2263.445 m
1301	104.958 m	90.229 m	-2251.651 m
1302	101.535 m	90.229 m	-2239.839 m
1303	98.132 m	90.229 m	-2228.007 m
1304	94.749 m	90.229 m	-2216.156 m
1305	91.386 m	90.229 m	-2204.286 m
1306	88.044 m	90.229 m	-2192.396 m
1307	84.721 m	90.229 m	-2180.486 m
1308	81.418 m	90.229 m	-2168.557 m
1309	78.135 m	90.229 m	-2156.607 m
1310	74.873 m	90.229 m	-2144.638 m
1311	71.63 m	90.229 m	-2132.647 m
1312	68.408 m	90.229 m	-2120.636 m
1313	65.206 m	90.229 m	-2108.605 m
1314	62.023 m	90.229 m	-2096.552 m
1315	58.862 m	90.229 m	-2084.478 m
1316	55.72 m	90.229 m	-2072.382 m
1317	52.598 m	90.229 m	-2060.265 m
1318	49.497 m	90.229 m	-2048.126 m
1319	46.415 m	90.229 m	-2035.965 m
1320	43.354 m	90.229 m	-2023.782 m
1321	40.313 m	90.229 m	-2011.577 m
1322	37.293 m	90.229 m	-1999.349 m
1323	34.293 m	90.229 m	-1987.098 m
1324	31.312 m	90.229 m	-1974.824 m
1325	28.372 m	90.229 m	-1962.609 m
1326	25.537 m	90.229 m	-1950.728 m
1327	22.72 m	90.229 m	-1938.825 m
1328	19.923 m	90.229 m	-1926.9 m
1329	17.144 m	90.229 m	-1914.953 m
1330	14.384 m	90.229 m	-1902.983 m
1331	11.643 m	90.229 m	-1890.991 m
1332	8.921 m	90.229 m	-1878.977 m
1333	6.218 m	90.229 m	-1866.939 m
1334	3.534 m	90.229 m	-1854.878 m
1335	0.869 m	90.229 m	-1842.794 m
1336	-1.777 m	90.229 m	-1830.687 m
1337	-4.404 m	90.229 m	-1818.556 m
1338	-7.012 m	90.229 m	-1806.401 m
1339	-9.601 m	90.229 m	-1794.223 m
1340	-12.171 m	90.229 m	-1782.02 m
1341	-14.722 m	90.229 m	-1769.793 m
1342	-17.254 m	90.229 m	-1757.542 m
1343	-19.767 m	90.229 m	-1745.266 m
1344	-22.261 m	90.229 m	-1732.966 m
1345	-24.736 m	90.229 m	-1720.64 m
1346	-27.192 m	90.229 m	-1708.289 m
1347	-29.629 m	90.229 m	-1695.913 m
1348	-32.046 m	90.229 m	-1683.512 m
1349	-34.445 m	90.229 m	-1671.085 m
1350	-36.824 m	90.229 m	-1658.632 m
1351	-39.184 m	90.229 m	-1646.153 m
1352	-41.462 m	90.229 m	-1633.987 m
1353	-43.68 m	90.229 m	-1622.025 m
1354	-45.88 m	90.229 m	-1610.038 m
1355	-48.063 m	90.229 m	-1598.028 m
1356	-50.228 m	90.229 m	-1585.993 m
1357	-52.375 m	90.229 m	-1573.934 m
1358	-54.505 m	90.229 m	-1561.849 m
1359	-56.618 m	90.229 m	-1549.74 m
1360	-58.713 m	90.229 m	-1537.607 m
1361	-60.791 m	90.229 m	-1525.447 m
1362	-62.851 m	90.229 m	-1513.263 m
1363	-64.893 m	90.229 m	-1501.053 m
1364	-66.918 m	90.229 m	-1488.818 m
1365	-68.925 m	90.229 m	-1476.556 m
1366	-70.915 m	90.229 m	-1464.269 m
1367	-72.887 m	90.229 m	-1451.956 m
1368	-74.842 m	90.229 m	-1439.617 m
1369	-76.779 m	90.229 m	-1427.251 m
1370	-78.698 m	90.229 m	-1414.859 m
1371	-80.6 m	90.229 m	-1402.44 m
1372	-82.484 m	90.229 m	-1389.995 m
1373	-84.35 m	90.229 m	-1377.522 m
1374	-86.199 m	90.229 m	-1365.023 m
1375	-88.03 m	90.229 m	-1352.496 m
1376	-89.843 m	90.229 m	-1339.942 m
1377	-91.639 m	90.229 m	-1327.36 m
1378	-93.416 m	90.229 m	-1314.751 m
1379	-95.177 m	90.229 m	-1302.114 m
1380	-96.85 m	90.229 m	-1289.955 m
1381	-98.483 m	90.229 m	-1277.944 m
1382	-100.101 m	90.229 m	-1265.907 m
1383	-101.703 m	90.229 m	-1253.846 m
1384	-103.288 m	90.229 m	-1241.758 m
1385	-104.858 m	90.229 m	-1229.646 m
1386	-106.412 m	90.229 m	-1217.507 m
1387	-107.95 m	90.229 m	-1205.342 m
1388	-109.472 m	90.229 m	-1193.151 m
1389	-110.978 m	90.229 m	-1180.934 m
1390	-112.469 m	90.229 m	-1168.691 m
1391	-113.943 m	90.229 m	-1156.422 m
1392	-115.401 m	90.229 m	-1144.125 m
1393	-116.843 m	90.229 m	-1131.803 m
1394	-118.27 m	90.229 m	-1119.453 m
1395	-119.68 m	90.229 m	-1107.076 m
1396	-121.074 m	90.229 m	-1094.673 m
1397	-122.453 m	90.229 m	-1082.242 m
1398	-123.815 m	90.229 m	-1069.784 m
1399	-125.161 m	90.229 m	-1057.298 m
1400	-126.491 m	90.229 m	-1044.785 m
1401	-127.806 m	90.229 m	-1032.244 m
1402	-129.104 m	90.229 m	-1019.675 m
1403	-130.386 m	90.229 m	-1007.079 m
1404	-131.652 m	90.229 m	-994.454 m
1405	-132.902 m	90.229 m	-981.801 m
1406	-134.136 m	90.229 m	-969.12 m
1407	-135.353 m	90.229 m	-956.41 m
1408	-136.555 m	90.229 m	-943.672 m
1409	-137.719 m	90.229 m	-931.131 m
1410	-138.804 m	90.23 m	-919.053 m
1411	-139.851 m	90.232 m	-906.95 m
1412	-140.861 m	90.235 m	-894.823 m
1413	-141.833 m	90.239 m	-882.67 m
1414	-142.767 m	90.244 m	-870.493 m
1415	-143.664 m	90.251 m	-858.292 m
1416	-144.524 m	90.258 m	-846.066 m
1417	-145.346 m	90.266 m	-833.815 m
1418	-146.132 m	90.276 m	-821.54 m
1419	-146.882 m	90.286 m	-809.241 m
1420	-147.595 m	90.297 m	-796.917 m
1421	-148.271 m	90.31 m	-784.57 m
1422	-148.912 m	90.323 m	-772.198 m
1423	-149.516 m	90.337 m	-759.802 m
1424	-150.085 m	90.353 m	-747.382 m
1425	-150.618 m	90.369 m	-734.938 m
1426	-151.115 m	90.386 m	-722.47 m
1427	-151.578 m	90.404 m	-709.978 m
1428	-152.005 m	90.423 m	-697.463 m
1429	-152.398 m	90.443 m	-684.923 m
1430	-152.755 m	90.464 m	-672.361 m
1431	-153.078 m	90.485 m	-659.774 m
1432	-153.367 m	90.508 m	-647.165 m
1433	-153.621 m	90.531 m	-634.531 m
1434	-153.842 m	90.555 m	-621.875 m
1435	-154.028 m	90.58 m	-609.195 m
1436	-154.181 m	90.606 m	-596.492 m
1437	-154.3 m	90.633 m	-583.766 m
1438	-154.386 m	90.661 m	-571.016 m
1439	-154.438 m	90.689 m	-558.244 m
1440	-154.458 m	90.718 m	-545.547 m
1441	-154.447 m	90.746 m	-533.422 m
1442	-154.406 m	90.775 m	-521.276 m
1443	-154.336 m	90.804 m	-509.11 m
1444	-154.237 m	90.835 m	-496.924 m
1445	-154.11 m	90.866 m	-484.717 m
1446	-153.953 m	90.897 m	-472.49 m
1447	-153.768 m	90.929 m	-460.243 m
1448	-153.555 m	90.962 m	-447.976 m
1449	-153.314 m	90.996 m	-435.689 m
1450	-153.044 m	91.03 m	-423.382 m
1451	-152.747 m	91.064 m	-411.055 m
1452	-152.421 m	91.1 m	-398.708 m
1453	-152.068 m	91.136 m	-386.341 m
1454	-151.688 m	91.172 m	-373.955 m
1455	-151.28 m	91.209 m	-361.548 m
1456	-150.845 m	91.246 m	-349.122 m
1457	-150.383 m	91.285 m	-336.677 m
1458	-149.894 m	91.323 m	-324.212 m
1459	-149.378 m	91.362 m	-311.727 m
1460	-148.836 m	91.402 m	-299.224 m
1461	-148.267 m	91.442 m	-286.7 m
1462	-147.671 m	91.483 m	-274.158 m
1463	-147.05 m	91.524 m	-261.596 m
1464	-146.402 m	91.566 m	-249.015 m
1465	-145.729 m	91.608 m	-236.414 m
1466	-145.03 m	91.651 m	-223.795 m
1467	-144.305 m	91.694 m	-211.157 m
1468	-143.555 m	91.737 m	-198.499 m
1469	-142.779 m	91.781 m	-185.823 m
1470	-141.978 m	91.826 m	-173.128 m
1471	-141.152 m	91.87 m	-160.414 m
1472	-140.302 m	91.916 m	-147.681 m
1473	-139.435 m	91.961 m	-135.052 m
1474	-138.581 m	92.005 m	-122.933 m
1475	-137.706 m	92.049 m	-110.797 m
1476	-136.809 m	92.093 m	-98.644 m
1477	-135.89 m	92.138 m	-86.474 m
1478	-134.949 m	92.183 m	-74.288 m
1479	-133.986 m	92.228 m	-62.086 m
1480	-133.003 m	92.274 m	-49.866 m
1481	-131.998 m	92.32 m	-37.631 m
1482	-130.972 m	92.366 m	-25.379 m
1483	-129.924 m	92.412 m	-13.11 m
1484	-128.856 m	92.459 m	-0.826 m
1485	-127.767 m	92.506 m	11.476 m
1486	-126.658 m	92.554 m	23.793 m
1487	-125.528 m	92.601 m	36.126 m
1488	-124.377 m	92.649 m	48.476 m
1489	-123.206 m	92.697 m	60.841 m
1490	-122.015 m	92.746 m	73.223 m
1491	-120.804 m	92.794 m	85.621 m
1492	-119.574 m	92.843 m	98.034 m
1493	-118.323 m	92.892 m	110.464 m
1494	-117.052 m	92.941 m	122.909 m
1495	-115.763 m	92.99 m	135.371 m
1496	-114.453 m	93.04 m	147.847 m
1497	-113.125 m	93.09 m	160.34 m
1498	-111.777 m	93.14 m	172.848 m
1499	-110.41 m	93.19 m	185.372 m
1500	-109.024 m	93.24 m	197.912 m
1501	-107.62 m	93.29 m	210.467 m
1502	-106.197 m	93.341 m	223.037 m
1503	-104.755 m	93.392 m	235.623 m
1504	-103.295 m	93.442 m	248.224 m
1505	-101.816 m	93.493 m	260.841 m
1506	-100.32 m	93.544 m	273.472 m
1507	-98.805 m	93.595 m	286.119 m
1508	-97.306 m	93.645 m	298.511 m
1509	-95.827 m	93.694 m	310.609 m
1510	-94.332 m	93.743 m	322.72 m
1511	-92.821 m	93.792 m	334.845 m
1512	-91.294 m	93.842 m	346.984 m
1513	-89.752 m	93.891 m	359.137 m
1514	-88.193 m	93.94 m	371.303 m
1515	-86.62 m	93.989 m	383.482 m
1516	-85.03 m	94.038 m	395.675 m
1517	-83.426 m	94.088 m	407.882 m
1518	-81.806 m	94.137 m	420.102 m
1519	-80.171 m	94.186 m	432.335 m
1520	-78.521 m	94.236 m	444.582 m
1521	-76.856 m	94.285 m	456.842 m
1522	-75.177 m	94.335 m	469.115 m
1523	-73.482 m	94.384 m	481.401 m
1524	-71.773 m	94.433 m	493.701 m
1525	-70.05 m	94.482 m	506.013 m
1526	-68.312 m	94.532 m	518.339 m
1527	-66.56 m	94.581 m	530.678 m
1528	-64.794 m	94.63 m	543.03 m
1529	-63.013 m	94.679 m	555.394 m
1530	-61.219 m	94.728 m	567.772 m
1531	-59.411 m	94.777 m	580.162 m
1532	-57.59 m	94.826 m	592.566 m
1533	-55.754 m	94.875 m	604.982 m
1534	-53.905 m	94.923 m	617.411 m
1535	-52.043 m	94.972 m	629.852 m
1536	-50.168 m	95.021 m	642.306 m
1537	-48.279 m	95.069 m	654.773 m
1538	-46.377 m	95.117 m	667.253 m
1539	-44.463 m	95.165 m	679.745 m
1540	-42.535 m	95.213 m	692.249 m
1541	-40.595 m	95.261 m	704.766 m
1542	-38.642 m	95.309 m	717.295 m
1543	-36.676 m	95.357 m	729.837 m
1544	-34.705 m	95.404 m	742.348 m
1545	-32.794 m	95.449 m	754.419 m
1546	-30.871 m	95.495 m	766.501 m
1547	-28.937 m	95.54 m	778.594 m
1548	-26.992 m	95.585 m	790.698 m
1549	-25.036 m	95.629 m	802.814 m
1550	-23.069 m	95.674 m	814.94 m
1551	-21.092 m	95.718 m	827.078 m
1552	-19.103 m	95.763 m	839.227 m
1553	-17.105 m	95.807 m	851.387 m
1554	-15.095 m	95.85 m	863.558 m
1555	-13.075 m	95.894 m	875.74 m
1556	-11.045 m	95.937 m	887.933 m
1557	-9.005 m	95.981 m	900.137 m
1558	-6.955 m	96.023 m	912.351 m
1559	-4.894 m	96.066 m	924.577 m
1560	-2.824 m	96.109 m	936.813 m
1561	-0.744 m	96.151 m	949.06 m
1562	1.346 m	96.193 m	961.318 m
1563	3.446 m	96.234 m	973.586 m
1564	5.555 m	96.276 m	985.865 m
1565	7.673 m	96.317 m	998.155 m
1566	9.801 m	96.358 m	1010.455 m
1567	11.938 m	96.399 m	1022.766 m
1568	14.084 m	96.439 m	1035.087 m
1569	16.24 m	96.479 m	1047.419 m
1570	18.404 m	96.519 m	1059.761 m
1571	20.577 m	96.558 m	1072.113 m
1572	22.759 m	96.597 m	1084.476 m
1573	24.949 m	96.636 m	1096.849 m
1574	27.148 m	96.674 m	1109.233 m
1575	29.356 m	96.712 m	1121.626 m
1576	31.572 m	96.75 m	1134.03 m
1577	33.796 m	96.788 m	1146.444 m
1578	36.029 m	96.825 m	1158.869 m
1579	38.269 m	96.862 m	1171.303 m
1580	40.518 m	96.898 m	1183.747 m
1581	42.774 m	96.934 m	1196.201 m
1582	45.023 m	96.969 m	1208.58 m
1583	47.22 m	97.004 m	1220.644 m
1584	49.424 m	97.037 m	1232.717 m
1585	51.636 m	97.071 m	1244.8 m
1586	53.854 m	97.104 m	1256.892 m
1587	56.079 m	97.136 m	1268.993 m
1588	58.311 m	97.169 m	1281.103 m
1589	60.55 m	97.201 m	1293.223 m
1590	62.795 m	97.232 m	1305.351 m
1591	65.047 m	97.263 m	1317.489 m
1592	67.305 m	97.294 m	1329.635 m
1593	69.569 m	97.324 m	1341.79 m
1594	71.84 m	97.354 m	1353.955 m
1595	74.117 m	97.384 m	1366.128 m
1596	76.4 m	97.413 m	1378.31 m
1597	78.689 m	97.441 m	1390.501 m
1598	80.984 m	97.47 m	1402.701 m
1599	83.285 m	97.497 m	1414.91 m
1600	85.591 m	97.525 m	1427.127 m
1601	87.903 m	97.552 m	1439.353 m
1602	90.221 m	97.578 m	1451.587 m
1603	92.544 m	97.604 m	1463.831 m
1604	94.873 m	97.629 m	1476.083 m
1605	97.207 m	97.655 m	1488.343 m
1606	99.546 m	97.679 m	1500.612 m
1607	101.89 m	97.703 m	1512.89 m
1608	104.239 m	97.727 m	1525.176 m
1609	106.594 m	97.75 m	1537.47 m
1610	108.953 m	97.772 m	1549.773 m
1611	111.317 m	97.794 m	1562.084 m
1612	113.685 m	97.816 m	1574.404 m
1613	116.058 m	97.837 m	1586.732 m
1614	118.436 m	97.858 m	1599.068 m
1615	120.818 m	97.878 m	1611.412 m
1616	123.205 m	97.897 m	1623.765 m
1617	125.596 m	97.916 m	1636.125 m
1618	127.991 m	97.935 m	1648.494 m
1619	130.39 m	97.952 m	1660.871 m
1620	132.793 m	97.97 m	1673.256 m
1621	135.196 m	97.986 m	1685.634 m
1622	137.544 m	98.002 m	1697.708 m
1623	139.895 m	98.017 m	1709.791 m
1624	142.249 m	98.032 m	1721.881 m
1625	144.607 m	98.046 m	1733.978 m
1626	146.968 m	98.06 m	1746.083 m
1627	149.332 m	98.073 m	1758.195 m
1628	151.699 m	98.085 m	1770.315 m
1629	154.07 m	98.097 m	1782.442 m
1630	156.443 m	98.109 m	1794.576 m
1631	158.819 m	98.119 m	1806.718 m
1632	161.199 m	98.13 m	1818.867 m
1633	163.581 m	98.139 m	1831.023 m
1634	165.965 m	98.148 m	1843.187 m
1635	168.352 m	98.157 m	1855.357 m
1636	170.742 m	98.164 m	1867.535 m
1637	173.134 m	98.172 m	1879.72 m
1638	175.529 m	98.178 m	1891.912 m
1639	177.925 m	98.184 m	1904.111 m
1640	180.324 m	98.189 m	1916.317 m
1641	182.725 m	98.194 m	1928.531 m
1642	185.128 m	98.198 m	1940.751 m
1643	187.533 m	98.202 m	1952.978 m
1644	189.94 m	98.204 m	1965.212 m
1645	192.349 m	98.207 m	1977.453 m
1646	194.759 m	98.208 m	1989.7 m
1647	197.171 m	98.209 m	2001.955 m
1648	199.584 m	98.209 m	2014.216 m
1649	201.999 m	98.209 m	2026.485 m
1650	204.416 m	98.207 m	2038.759 m
1651	206.833 m	98.206 m	2051.041 m
1652	209.252 m	98.203 m	2063.329 m
1653	211.672 m	98.2 m	2075.624 m
1654	214.093 m	98.196 m	2087.926 m
1655	216.515 m	98.191 m	2100.234 m
1656	218.938 m	98.186 m	2112.548 m
1657	221.362 m	98.18 m	2124.869 m
1658	223.787 m	98.173 m	2137.197 m
1659	226.212 m	98.166 m	2149.531 m
1660	228.638 m	98.158 m	2161.872 m
1661	231.064 m	98.149 m	2174.219 m
1662	233.45 m	98.139 m	2186.367 m
1663	235.829 m	98.129 m	2198.479 m
1664	238.208 m	98.118 m	2210.597 m
1665	240.587 m	98.107 m	2222.721 m
1666	242.966 m	98.095 m	2234.851 m
1667	245.345 m	98.082 m	2246.988 m
1668	247.724 m	98.068 m	2259.13 m
1669	250.102 m	98.053 m	2271.278 m
1670	252.481 m	98.038 m	2283.431 m
1671	254.86 m	98.022 m	2295.591 m
1672	257.238 m	98.006 m	2307.757 m
1673	259.615 m	97.988 m	2319.928 m
1674	261.992 m	97.97 m	2332.105 m
1675	264.369 m	97.951 m	2344.288 m
1676	266.745 m	97.931 m	2356.476 m
1677	269.12 m	97.911 m	2368.671 m
1678	271.494 m	97.889 m	2380.87 m
1679	273.868 m	97.867 m	2393.076 m
1680	276.24 m	97.844 m	2405.287 m
1681	278.612 m	97.821 m	2417.504 m
1682	280.982 m	97.796 m	2429.726 m
1683	283.351 m	97.771 m	2441.953 m
1684	285.719 m	97.745 m	2454.187 m
1685	288.086 m	97.718 m	2466.425 m
1686	290.451 m	97.69 m	2478.669 m
1687	292.815 m	97.662 m	2490.919 m
1688	295.177 m	97.633 m	2503.173 m
1689	297.538 m	97.602 m	2515.434 m
1690	299.897 m	97.571 m	2527.699 m
1691	302.254 m	97.54 m	2539.97 m
1692	304.609 m	97.507 m	2552.246 m
1693	306.962 m	97.473 m	2564.527 m
1694	309.314 m	97.439 m	2576.813 m
1695	311.663 m	97.404 m	2589.105 m
1696	314.01 m	97.368 m	2601.401 m
1697	316.355 m	97.331 m	2613.703 m
1698	318.697 m	97.293 m	2626.01 m
1699	321.037 m	97.254 m	2638.322 m
1700	323.375 m	97.215 m	2650.639 m
1701	325.71 m	97.174 m	2662.96 m
1702	328.042 m	97.133 m	2675.287 m
1703	330.346 m	97.091 m	2687.482 m
1704	332.641 m	97.048 m	2699.644 m
1705	334.932 m	97.005 m	2711.811 m
1706	337.221 m	96.961 m	2723.983 m
1707	339.506 m	96.916 m	2736.16 m
1708	341.789 m	96.869 m	2748.341 m
1709	344.069 m	96.822 m	2760.527 m
1710	346.345 m	96.775 m	2772.717 m
1711	348.619 m	96.726 m	2784.912 m
1712	350.889 m	96.676 m	2797.111 m
1713	353.156 m	96.626 m	2809.315 m
1714	355.419 m	96.574 m	2821.524 m
1715	357.679 m	96.522 m	2833.737 m
1716	359.936 m	96.468 m	2845.954 m
1717	362.188 m	96.414 m	2858.176 m
1718	364.437 m	96.359 m	2870.402 m
1719	366.683 m	96.303 m	2882.633 m
1720	368.924 m	96.245 m	2894.868 m
1721	371.162 m	96.187 m	2907.107 m
1722	373.395 m	96.128 m	2919.35 m
1723	375.625 m	96.068 m	2931.598 m
1724	377.85 m	96.007 m	2943.85 m
1725	380.071 m	95.945 m	2956.106 m
1726	382.288 m	95.883 m	2968.366 m
1727	384.501 m	95.819 m	2980.63 m
1728	386.709 m	95.754 m	2992.898 m
1729	388.912 m	95.688 m	3005.171 m
1730	391.111 m	95.621 m	3017.447 m
1731	393.306 m	95.553 m	3029.728 m
1732	395.496 m	95.485 m	3042.012 m
1733	397.68 m	95.415 m	3054.301 m
1734	399.861 m	95.344 m	3066.593 m
1735	402.036 m	95.272 m	3078.89 m
1736	404.206 m	95.199 m	3091.19 m
1737	406.371 m	95.125 m	3103.494 m
1738	408.531 m	95.05 m	3115.802 m
1739	410.686 m	94.975 m	3128.113 m
1740	412.835 m	94.898 m	3140.429 m
1741	414.979 m	94.82 m	3152.748 m
1742	417.118 m	94.74 m	3165.071 m
1743	419.251 m	94.66 m	3177.398 m
1744	421.375 m	94.579 m	3189.711 m
1745	423.479 m	94.498 m	3201.937 m
1746	425.577 m	94.415 m	3214.166 m
1747	427.669 m	94.332 m	3226.399 m
1748	429.755 m	94.247 m	3238.635 m
1749	431.835 m	94.161 m	3250.875 m
1750	433.91 m	94.075 m	3263.119 m
1751	435.979 m	93.987 m	3275.365 m
1752	438.041 m	93.898 m	3287.616 m
1753	440.098 m	93.808 m	3299.869 m
1754	442.148 m	93.717 m	3312.126 m
1755	444.192 m	93.625 m	3324.386 m
1756	446.229 m	93.532 m	3336.649 m
1757	448.261 m	93.437 m	3348.916 m
1758	450.286 m	93.342 m	3361.186 m
1759	452.304 m	93.245 m	3373.459 m
1760	454.316 m	93.148 m	3385.735 m
1761	456.321 m	93.049 m	3398.014 m
1762	458.319 m	92.949 m	3410.297 m
1763	460.31 m	92.848 m	3422.582 m
1764	462.295 m	92.746 m	3434.871 m
1765	464.272 m	92.643 m	3447.162 m
1766	466.243 m	92.539 m	3459.457 m
1767	468.206 m	92.433 m	3471.754 m
1768	470.163 m	92.327 m	3484.055 m
1769	472.112 m	92.219 m	3496.358 m
1770	474.053 m	92.11 m	3508.665 m
1771	475.988 m	92 m	3520.974 m
1772	477.915 m	91.889 m	3533.286 m
1773	479.834 m	91.777 m	3545.601 m
1774	481.746 m	91.663 m	3557.918 m
1775	483.65 m	91.548 m	3570.239 m
1776	485.546 m	91.432 m	3582.562 m
1777	487.435 m	91.315 m	3594.888 m
1778	489.316 m	91.197 m	3607.216 m
1779	491.188 m	91.078 m	3619.547 m
1780	493.053 m	90.957 m	3631.881 m
1781	494.91 m	90.835 m	3644.217 m
1782	496.758 m	90.712 m	3656.556 m
1783	498.599 m	90.588 m	3668.898 m
1784	500.431 m	90.463 m	3681.242 m
1785	502.254 m	90.336 m	3693.588 m
1786	504.077 m	90.208 m	3705.984 m
1787	505.929 m	90.076 m	3718.619 m
1788	507.777 m	89.943 m	3731.237 m
1789	509.621 m	89.81 m	3743.841 m
1790	511.46 m	89.676 m	3756.429 m
1791	513.294 m	89.541 m	3769.001 m
1792	515.124 m	89.406 m	3781.558 m
1793	516.948 m	89.269 m	3794.1 m
1794	518.768 m	89.132 m	3806.626 m
1795	520.582 m	88.994 m	3819.137 m
1796	522.391 m	88.856 m	3831.632 m
1797	524.195 m	88.717 m	3844.112 m
1798	525.994 m	88.577 m	3856.576 m
1799	527.787 m	88.436 m	3869.024 m
1800	529.575 m	88.295 m	3881.457 m
1801	531.356 m	88.152 m	3893.875 m
1802	533.133 m	88.01 m	3906.277 m
1803	534.903 m	87.866 m	3918.663 m
1804	536.667 m	87.722 m	3931.033 m
1805	538.426 m	87.577 m	3943.388 m
1806	540.178 m	87.431 m	3955.728 m
1807	541.924 m	87.285 m	3968.051 m
1808	543.663 m	87.138 m	3980.359 m
1809	545.397 m	86.99 m	3992.651 m
1810	547.124 m	86.841 m	4004.928 m
1811	548.844 m	86.692 m	4017.188 m
1812	550.557 m	86.542 m	4029.433 m
1813	552.264 m	86.392 m	4041.662 m
1814	553.964 m	86.241 m	4053.875 m
1815	555.657 m	86.089 m	4066.073 m
1816	557.343 m	85.936 m	4078.255 m
1817	559.022 m	85.783 m	4090.42 m
1818	560.693 m	85.629 m	4102.57 m
1819	562.358 m	85.474 m	4114.704 m
1820	564.014 m	85.319 m	4126.823 m
1821	565.664 m	85.163 m	4138.925 m
1822	567.305 m	85.007 m	4151.011 m
1823	568.94 m	84.849 m	4163.082 m
1824	570.566 m	84.691 m	4175.136 m
1825	572.184 m	84.533 m	4187.175 m
1826	573.795 m	84.374 m	4199.197 m
1827	575.41 m	84.212 m	4211.305 m
1828	577.099 m	84.042 m	4224.003 m
1829	578.777 m	83.872 m	4236.684 m
1830	580.447 m	83.7 m	4249.346 m
1831	582.107 m	83.528 m	4261.99 m
