Point	X	Y	Z
610	3781.323 m	132.201 m	-9678.173 m
611	3782.103 m	132.169 m	-9665.702 m
612	3782.875 m	132.133 m	-9653.244 m
613	3783.639 m	132.095 m	-9640.799 m
614	3784.396 m	132.053 m	-9628.365 m
615	3785.145 m	132.008 m	-9615.944 m
616	3785.887 m	131.96 m	-9603.536 m
617	3786.62 m	131.909 m	-9591.139 m
618	3787.345 m	131.856 m	-9578.755 m
619	3788.062 m	131.799 m	-9566.384 m
620	3788.771 m	131.74 m	-9554.024 m
621	3789.471 m	131.677 m	-9541.677 m
622	3790.162 m	131.612 m	-9529.342 m
623	3790.844 m	131.544 m	-9517.02 m
624	3791.517 m	131.473 m	-9504.71 m
625	3792.181 m	131.399 m	-9492.411 m
626	3792.836 m	131.323 m	-9480.126 m
627	3793.482 m	131.243 m	-9467.852 m
628	3794.12 m	131.161 m	-9455.548 m
629	3794.763 m	131.074 m	-9442.948 m
630	3795.397 m	130.984 m	-9430.361 m
631	3796.02 m	130.892 m	-9417.787 m
632	3796.632 m	130.796 m	-9405.225 m
633	3797.233 m	130.698 m	-9392.677 m
634	3797.823 m	130.597 m	-9380.141 m
635	3798.402 m	130.494 m	-9367.618 m
636	3798.969 m	130.387 m	-9355.108 m
637	3799.525 m	130.279 m	-9342.61 m
638	3800.069 m	130.167 m	-9330.126 m
639	3800.601 m	130.053 m	-9317.654 m
640	3801.122 m	129.936 m	-9305.195 m
641	3801.63 m	129.817 m	-9292.749 m
642	3802.126 m	129.696 m	-9280.315 m
643	3802.609 m	129.572 m	-9267.895 m
644	3803.08 m	129.445 m	-9255.487 m
645	3803.538 m	129.316 m	-9243.091 m
646	3803.983 m	129.185 m	-9230.709 m
647	3804.415 m	129.051 m	-9218.339 m
648	3804.834 m	128.915 m	-9205.982 m
649	3805.239 m	128.777 m	-9193.637 m
650	3805.631 m	128.637 m	-9181.305 m
651	3806.009 m	128.494 m	-9168.986 m
652	3806.374 m	128.349 m	-9156.679 m
653	3806.724 m	128.201 m	-9144.385 m
654	3807.06 m	128.052 m	-9132.103 m
655	3807.386 m	127.899 m	-9119.675 m
656	3807.701 m	127.74 m	-9107.07 m
657	3808.001 m	127.58 m	-9094.479 m
658	3808.286 m	127.418 m	-9081.902 m
659	3808.554 m	127.253 m	-9069.337 m
660	3808.807 m	127.086 m	-9056.786 m
661	3809.043 m	126.917 m	-9044.248 m
662	3809.263 m	126.746 m	-9031.723 m
663	3809.466 m	126.573 m	-9019.211 m
664	3809.653 m	126.398 m	-9006.713 m
665	3809.823 m	126.221 m	-8994.227 m
666	3809.976 m	126.042 m	-8981.755 m
667	3810.112 m	125.861 m	-8969.296 m
668	3810.23 m	125.678 m	-8956.851 m
669	3810.331 m	125.494 m	-8944.418 m
670	3810.415 m	125.307 m	-8931.998 m
671	3810.48 m	125.119 m	-8919.592 m
672	3810.527 m	124.929 m	-8907.199 m
673	3810.556 m	124.737 m	-8894.818 m
674	3810.567 m	124.544 m	-8882.451 m
675	3810.559 m	124.348 m	-8870.097 m
676	3810.533 m	124.152 m	-8857.756 m
677	3810.487 m	123.953 m	-8845.428 m
678	3810.423 m	123.753 m	-8833.113 m
679	3810.339 m	123.551 m	-8820.811 m
680	3810.236 m	123.348 m	-8808.522 m
681	3810.112 m	123.14 m	-8796.068 m
682	3809.965 m	122.928 m	-8783.471 m
683	3809.797 m	122.715 m	-8770.889 m
684	3809.608 m	122.5 m	-8758.32 m
685	3809.398 m	122.283 m	-8745.764 m
686	3809.166 m	122.066 m	-8733.223 m
687	3808.913 m	121.846 m	-8720.695 m
688	3808.637 m	121.626 m	-8708.18 m
689	3808.34 m	121.404 m	-8695.679 m
690	3808.02 m	121.18 m	-8683.192 m
691	3807.677 m	120.956 m	-8670.718 m
692	3807.312 m	120.73 m	-8658.258 m
693	3806.925 m	120.503 m	-8645.811 m
694	3806.514 m	120.274 m	-8633.378 m
695	3806.08 m	120.045 m	-8620.958 m
696	3805.622 m	119.814 m	-8608.552 m
697	3805.142 m	119.583 m	-8596.159 m
698	3804.637 m	119.35 m	-8583.779 m
699	3804.108 m	119.116 m	-8571.413 m
700	3803.556 m	118.881 m	-8559.061 m
701	3802.979 m	118.645 m	-8546.722 m
702	3802.377 m	118.409 m	-8534.396 m
703	3801.751 m	118.171 m	-8522.083 m
704	3801.1 m	117.933 m	-8509.784 m
705	3800.424 m	117.693 m	-8497.499 m
706	3799.717 m	117.451 m	-8485.138 m
707	3798.973 m	117.204 m	-8472.579 m
708	3798.201 m	116.957 m	-8460.034 m
709	3797.402 m	116.708 m	-8447.503 m
710	3796.576 m	116.459 m	-8434.987 m
711	3795.722 m	116.209 m	-8422.484 m
712	3794.841 m	115.959 m	-8409.994 m
713	3793.932 m	115.708 m	-8397.519 m
714	3792.995 m	115.456 m	-8385.058 m
715	3792.03 m	115.204 m	-8372.61 m
716	3791.036 m	114.951 m	-8360.177 m
717	3790.014 m	114.698 m	-8347.757 m
718	3788.963 m	114.444 m	-8335.351 m
719	3787.883 m	114.19 m	-8322.959 m
720	3786.773 m	113.936 m	-8310.58 m
721	3785.635 m	113.681 m	-8298.216 m
722	3784.466 m	113.426 m	-8285.865 m
723	3783.268 m	113.17 m	-8273.527 m
724	3782.04 m	112.915 m	-8261.204 m
725	3780.782 m	112.659 m	-8248.894 m
726	3779.493 m	112.403 m	-8236.598 m
727	3778.173 m	112.147 m	-8224.316 m
728	3776.823 m	111.89 m	-8212.047 m
729	3775.442 m	111.634 m	-8199.792 m
730	3774.03 m	111.377 m	-8187.55 m
731	3772.567 m	111.117 m	-8175.163 m
732	3771.062 m	110.856 m	-8162.708 m
733	3769.524 m	110.595 m	-8150.268 m
734	3767.952 m	110.333 m	-8137.841 m
735	3766.347 m	110.072 m	-8125.428 m
736	3764.709 m	109.811 m	-8113.03 m
737	3763.036 m	109.55 m	-8100.645 m
738	3761.33 m	109.289 m	-8088.274 m
739	3759.589 m	109.029 m	-8075.918 m
740	3757.813 m	108.769 m	-8063.575 m
741	3756.003 m	108.509 m	-8051.247 m
742	3754.158 m	108.25 m	-8038.932 m
743	3752.278 m	107.991 m	-8026.632 m
744	3750.363 m	107.733 m	-8014.345 m
745	3748.411 m	107.475 m	-8002.073 m
746	3746.425 m	107.217 m	-7989.814 m
747	3744.402 m	106.961 m	-7977.569 m
748	3742.343 m	106.704 m	-7965.338 m
749	3740.247 m	106.449 m	-7953.121 m
750	3738.115 m	106.194 m	-7940.917 m
751	3735.946 m	105.94 m	-7928.728 m
752	3733.741 m	105.686 m	-7916.552 m
753	3731.498 m	105.433 m	-7904.39 m
754	3729.217 m	105.181 m	-7892.242 m
755	3726.884 m	104.929 m	-7880.032 m
756	3724.498 m	104.675 m	-7867.76 m
757	3722.073 m	104.423 m	-7855.501 m
758	3719.609 m	104.172 m	-7843.257 m
759	3717.105 m	103.921 m	-7831.027 m
760	3714.562 m	103.672 m	-7818.811 m
761	3711.978 m	103.424 m	-7806.609 m
762	3709.355 m	103.177 m	-7794.421 m
763	3706.691 m	102.931 m	-7782.247 m
764	3703.987 m	102.686 m	-7770.087 m
765	3701.242 m	102.443 m	-7757.941 m
766	3698.456 m	102.2 m	-7745.808 m
767	3695.629 m	101.96 m	-7733.69 m
768	3692.76 m	101.72 m	-7721.586 m
769	3689.85 m	101.482 m	-7709.495 m
770	3686.897 m	101.245 m	-7697.418 m
771	3683.903 m	101.01 m	-7685.355 m
772	3680.867 m	100.776 m	-7673.306 m
773	3677.788 m	100.544 m	-7661.271 m
774	3674.666 m	100.313 m	-7649.25 m
775	3671.501 m	100.084 m	-7637.242 m
776	3668.294 m	99.857 m	-7625.248 m
777	3665.042 m	99.631 m	-7613.268 m
778	3661.748 m	99.407 m	-7601.301 m
779	3658.403 m	99.185 m	-7589.328 m
780	3655.012 m	98.964 m	-7577.358 m
781	3651.576 m	98.745 m	-7565.401 m
782	3648.095 m	98.528 m	-7553.458 m
783	3644.569 m	98.312 m	-7541.529 m
784	3640.999 m	98.099 m	-7529.613 m
785	3637.383 m	97.888 m	-7517.711 m
786	3633.721 m	97.678 m	-7505.823 m
787	3630.013 m	97.471 m	-7493.948 m
788	3626.26 m	97.266 m	-7482.087 m
789	3622.46 m	97.063 m	-7470.239 m
790	3618.614 m	96.862 m	-7458.406 m
791	3614.721 m	96.663 m	-7446.585 m
792	3610.782 m	96.467 m	-7434.779 m
793	3606.795 m	96.273 m	-7422.985 m
794	3602.761 m	96.081 m	-7411.206 m
795	3598.679 m	95.892 m	-7399.44 m
796	3594.55 m	95.705 m	-7387.687 m
797	3590.373 m	95.521 m	-7375.948 m
798	3586.147 m	95.339 m	-7364.222 m
799	3581.873 m	95.159 m	-7352.51 m
800	3577.551 m	94.982 m	-7340.811 m
801	3573.179 m	94.808 m	-7329.125 m
802	3568.759 m	94.636 m	-7317.453 m
803	3564.326 m	94.469 m	-7305.89 m
804	3559.852 m	94.304 m	-7294.358 m
805	3555.328 m	94.142 m	-7282.838 m
806	3550.756 m	93.983 m	-7271.332 m
807	3546.134 m	93.826 m	-7259.839 m
808	3541.464 m	93.672 m	-7248.359 m
809	3536.743 m	93.522 m	-7236.892 m
810	3531.973 m	93.374 m	-7225.437 m
811	3527.153 m	93.229 m	-7213.996 m
812	3522.282 m	93.086 m	-7202.568 m
813	3517.361 m	92.947 m	-7191.153 m
814	3512.389 m	92.811 m	-7179.75 m
815	3507.367 m	92.678 m	-7168.361 m
816	3502.293 m	92.548 m	-7156.985 m
817	3497.168 m	92.421 m	-7145.621 m
818	3491.992 m	92.297 m	-7134.27 m
819	3486.764 m	92.177 m	-7122.932 m
820	3481.484 m	92.06 m	-7111.607 m
821	3476.152 m	91.946 m	-7100.295 m
822	3470.767 m	91.835 m	-7088.995 m
823	3465.33 m	91.728 m	-7077.709 m
824	3459.84 m	91.624 m	-7066.435 m
825	3454.297 m	91.523 m	-7055.173 m
826	3448.701 m	91.426 m	-7043.925 m
827	3443.161 m	91.334 m	-7032.906 m
828	3437.595 m	91.246 m	-7021.95 m
829	3431.978 m	91.162 m	-7011.005 m
830	3426.309 m	91.081 m	-7000.073 m
831	3420.589 m	91.003 m	-6989.153 m
832	3414.816 m	90.929 m	-6978.244 m
833	3408.992 m	90.858 m	-6967.348 m
834	3403.115 m	90.791 m	-6956.464 m
835	3397.186 m	90.728 m	-6945.592 m
836	3391.204 m	90.668 m	-6934.731 m
837	3385.17 m	90.612 m	-6923.883 m
838	3379.082 m	90.559 m	-6913.047 m
839	3372.941 m	90.51 m	-6902.222 m
840	3366.746 m	90.465 m	-6891.41 m
841	3360.498 m	90.424 m	-6880.609 m
842	3354.196 m	90.387 m	-6869.821 m
843	3347.84 m	90.353 m	-6859.044 m
844	3341.429 m	90.324 m	-6848.279 m
845	3334.964 m	90.298 m	-6837.526 m
846	3328.445 m	90.276 m	-6826.784 m
847	3321.87 m	90.259 m	-6816.055 m
848	3315.241 m	90.245 m	-6805.337 m
849	3308.556 m	90.236 m	-6794.631 m
850	3301.816 m	90.23 m	-6783.937 m
851	3295.098 m	90.229 m	-6773.378 m
852	3288.643 m	90.229 m	-6763.326 m
853	3282.122 m	90.229 m	-6753.268 m
854	3275.536 m	90.229 m	-6743.201 m
855	3268.885 m	90.229 m	-6733.128 m
856	3262.17 m	90.229 m	-6723.047 m
857	3255.391 m	90.229 m	-6712.958 m
858	3248.549 m	90.229 m	-6702.863 m
859	3241.644 m	90.229 m	-6692.76 m
860	3234.677 m	90.229 m	-6682.65 m
861	3227.648 m	90.229 m	-6672.532 m
862	3220.559 m	90.229 m	-6662.408 m
863	3213.408 m	90.229 m	-6652.276 m
864	3206.198 m	90.229 m	-6642.137 m
865	3198.927 m	90.229 m	-6631.991 m
866	3191.598 m	90.229 m	-6621.838 m
867	3184.21 m	90.229 m	-6611.678 m
868	3176.764 m	90.229 m	-6601.511 m
869	3169.261 m	90.229 m	-6591.337 m
870	3161.7 m	90.229 m	-6581.156 m
871	3154.083 m	90.229 m	-6570.968 m
872	3146.41 m	90.229 m	-6560.774 m
873	3138.681 m	90.229 m	-6550.572 m
874	3130.897 m	90.229 m	-6540.364 m
875	3123.059 m	90.229 m	-6530.148 m
876	3115.166 m	90.229 m	-6519.927 m
877	3107.237 m	90.229 m	-6509.719 m
878	3099.828 m	90.229 m	-6500.236 m
879	3092.373 m	90.229 m	-6490.746 m
880	3084.874 m	90.229 m	-6481.251 m
881	3077.33 m	90.229 m	-6471.75 m
882	3069.742 m	90.229 m	-6462.244 m
883	3062.111 m	90.229 m	-6452.732 m
884	3054.437 m	90.229 m	-6443.214 m
885	3046.721 m	90.229 m	-6433.691 m
886	3038.962 m	90.229 m	-6424.162 m
887	3031.161 m	90.229 m	-6414.628 m
888	3023.319 m	90.229 m	-6405.088 m
889	3015.436 m	90.229 m	-6395.543 m
890	3007.512 m	90.229 m	-6385.992 m
891	2999.548 m	90.229 m	-6376.436 m
892	2991.545 m	90.229 m	-6366.874 m
893	2983.501 m	90.229 m	-6357.307 m
894	2975.419 m	90.229 m	-6347.735 m
895	2967.299 m	90.229 m	-6338.157 m
896	2959.14 m	90.229 m	-6328.574 m
897	2950.943 m	90.229 m	-6318.986 m
898	2942.71 m	90.229 m	-6309.392 m
899	2934.439 m	90.229 m	-6299.793 m
900	2926.131 m	90.229 m	-6290.189 m
901	2917.788 m	90.229 m	-6280.58 m
902	2909.409 m	90.229 m	-6270.966 m
903	2900.994 m	90.229 m	-6261.346 m
904	2892.545 m	90.229 m	-6251.722 m
905	2884.061 m	90.229 m	-6242.092 m
906	2875.921 m	90.229 m	-6232.884 m
907	2867.852 m	90.229 m	-6223.786 m
908	2859.753 m	90.229 m	-6214.684 m
909	2851.625 m	90.229 m	-6205.577 m
910	2843.468 m	90.229 m	-6196.466 m
911	2835.282 m	90.229 m	-6187.35 m
912	2827.068 m	90.229 m	-6178.23 m
913	2818.826 m	90.229 m	-6169.105 m
914	2810.556 m	90.229 m	-6159.976 m
915	2802.259 m	90.229 m	-6150.843 m
916	2793.935 m	90.229 m	-6141.705 m
917	2785.584 m	90.229 m	-6132.564 m
918	2777.208 m	90.229 m	-6123.418 m
919	2768.805 m	90.229 m	-6114.267 m
920	2760.377 m	90.229 m	-6105.113 m
921	2751.923 m	90.229 m	-6095.954 m
922	2743.445 m	90.229 m	-6086.791 m
923	2734.942 m	90.229 m	-6077.624 m
924	2726.414 m	90.229 m	-6068.453 m
925	2717.863 m	90.229 m	-6059.277 m
926	2709.289 m	90.229 m	-6050.098 m
927	2700.691 m	90.229 m	-6040.914 m
928	2692.07 m	90.229 m	-6031.727 m
929	2683.427 m	90.229 m	-6022.535 m
930	2674.762 m	90.229 m	-6013.339 m
931	2666.075 m	90.229 m	-6004.14 m
932	2657.366 m	90.229 m	-5994.936 m
933	2648.637 m	90.229 m	-5985.728 m
934	2639.886 m	90.229 m	-5976.517 m
935	2631.115 m	90.229 m	-5967.301 m
936	2622.618 m	90.229 m	-5958.39 m
937	2614.147 m	90.229 m	-5949.521 m
938	2605.657 m	90.229 m	-5940.649 m
939	2597.15 m	90.229 m	-5931.773 m
940	2588.626 m	90.229 m	-5922.894 m
941	2580.085 m	90.229 m	-5914.011 m
942	2571.527 m	90.229 m	-5905.124 m
943	2562.952 m	90.229 m	-5896.235 m
944	2554.361 m	90.229 m	-5887.341 m
945	2545.755 m	90.229 m	-5878.445 m
946	2537.133 m	90.229 m	-5869.544 m
947	2528.495 m	90.229 m	-5860.641 m
948	2519.843 m	90.229 m	-5851.734 m
949	2511.176 m	90.229 m	-5842.824 m
950	2502.495 m	90.229 m	-5833.91 m
951	2493.8 m	90.229 m	-5824.993 m
952	2485.091 m	90.229 m	-5816.073 m
953	2476.368 m	90.229 m	-5807.149 m
954	2467.633 m	90.229 m	-5798.222 m
955	2458.884 m	90.229 m	-5789.292 m
956	2450.123 m	90.229 m	-5780.359 m
957	2441.35 m	90.229 m	-5771.422 m
958	2432.565 m	90.229 m	-5762.483 m
959	2423.769 m	90.229 m	-5753.54 m
960	2414.961 m	90.229 m	-5744.594 m
961	2406.142 m	90.229 m	-5735.644 m
962	2397.312 m	90.229 m	-5726.692 m
963	2388.473 m	90.229 m	-5717.736 m
964	2379.623 m	90.229 m	-5708.778 m
965	2370.763 m	90.229 m	-5699.816 m
966	2361.894 m	90.229 m	-5690.851 m
967	2353.155 m	90.229 m	-5682.024 m
968	2344.454 m	90.229 m	-5673.241 m
969	2335.744 m	90.229 m	-5664.455 m
970	2327.027 m	90.229 m	-5655.666 m
971	2318.302 m	90.229 m	-5646.874 m
972	2309.569 m	90.229 m	-5638.079 m
973	2300.83 m	90.229 m	-5629.282 m
974	2292.083 m	90.229 m	-5620.482 m
975	2283.331 m	90.229 m	-5611.678 m
976	2274.572 m	90.229 m	-5602.873 m
977	2265.807 m	90.229 m	-5594.064 m
978	2257.036 m	90.229 m	-5585.253 m
979	2248.26 m	90.229 m	-5576.439 m
980	2239.479 m	90.229 m	-5567.622 m
981	2230.694 m	90.229 m	-5558.803 m
982	2221.903 m	90.229 m	-5549.98 m
983	2213.109 m	90.229 m	-5541.156 m
984	2204.311 m	90.229 m	-5532.328 m
985	2195.509 m	90.229 m	-5523.499 m
986	2186.703 m	90.229 m	-5514.666 m
987	2177.895 m	90.229 m	-5505.831 m
988	2169.083 m	90.229 m	-5496.993 m
989	2160.27 m	90.229 m	-5488.153 m
990	2151.454 m	90.229 m	-5479.31 m
991	2142.636 m	90.229 m	-5470.465 m
992	2133.816 m	90.229 m	-5461.617 m
993	2124.995 m	90.229 m	-5452.767 m
994	2116.173 m	90.229 m	-5443.915 m
995	2107.351 m	90.229 m	-5435.06 m
996	2098.527 m	90.229 m	-5426.202 m
997	2089.704 m	90.229 m	-5417.342 m
998	2080.88 m	90.229 m	-5408.48 m
999	2072.089 m	90.229 m	-5399.647 m
1000	2063.298 m	90.229 m	-5390.812 m
1001	2054.509 m	90.229 m	-5381.975 m
1002	2045.72 m	90.229 m	-5373.135 m
1003	2036.934 m	90.229 m	-5364.294 m
1004	2028.149 m	90.229 m	-5355.45 m
1005	2019.366 m	90.229 m	-5346.603 m
1006	2010.585 m	90.229 m	-5337.755 m
1007	2001.807 m	90.229 m	-5328.904 m
1008	1993.032 m	90.229 m	-5320.052 m
1009	1984.26 m	90.229 m	-5311.197 m
1010	1975.491 m	90.229 m	-5302.339 m
1011	1966.727 m	90.229 m	-5293.48 m
1012	1957.966 m	90.229 m	-5284.619 m
1013	1949.209 m	90.229 m	-5275.755 m
1014	1940.458 m	90.229 m	-5266.889 m
1015	1931.711 m	90.229 m	-5258.021 m
1016	1922.969 m	90.229 m	-5249.152 m
1017	1914.232 m	90.229 m	-5240.28 m
1018	1905.502 m	90.229 m	-5231.406 m
1019	1896.777 m	90.229 m	-5222.53 m
1020	1888.058 m	90.229 m	-5213.652 m
1021	1879.347 m	90.229 m	-5204.772 m
1022	1870.642 m	90.229 m	-5195.89 m
1023	1861.944 m	90.229 m	-5187.007 m
1024	1853.253 m	90.229 m	-5178.121 m
1025	1844.57 m	90.229 m	-5169.233 m
1026	1835.896 m	90.229 m	-5160.344 m
1027	1827.229 m	90.229 m	-5151.452 m
1028	1818.571 m	90.229 m	-5142.559 m
1029	1809.922 m	90.229 m	-5133.664 m
1030	1801.273 m	90.229 m	-5124.758 m
1031	1792.526 m	90.229 m	-5115.739 m
1032	1783.788 m	90.229 m	-5106.718 m
1033	1775.061 m	90.229 m	-5097.695 m
1034	1766.345 m	90.229 m	-5088.671 m
1035	1757.639 m	90.229 m	-5079.645 m
1036	1748.945 m	90.229 m	-5070.617 m
1037	1740.262 m	90.229 m	-5061.587 m
1038	1731.59 m	90.229 m	-5052.555 m
1039	1722.931 m	90.229 m	-5043.522 m
1040	1714.283 m	90.229 m	-5034.487 m
1041	1705.649 m	90.229 m	-5025.451 m
1042	1697.027 m	90.229 m	-5016.412 m
1043	1688.418 m	90.229 m	-5007.373 m
1044	1679.823 m	90.229 m	-4998.331 m
1045	1671.242 m	90.229 m	-4989.288 m
1046	1662.675 m	90.229 m	-4980.243 m
1047	1654.122 m	90.229 m	-4971.197 m
1048	1645.583 m	90.229 m	-4962.149 m
1049	1637.06 m	90.229 m	-4953.099 m
1050	1628.552 m	90.229 m	-4944.048 m
1051	1620.059 m	90.229 m	-4934.996 m
1052	1611.582 m	90.229 m	-4925.942 m
1053	1603.122 m	90.229 m	-4916.887 m
1054	1594.677 m	90.229 m	-4907.83 m
1055	1586.25 m	90.229 m	-4898.771 m
1056	1577.839 m	90.229 m	-4889.712 m
1057	1569.446 m	90.229 m	-4880.651 m
1058	1561.07 m	90.229 m	-4871.588 m
1059	1552.712 m	90.229 m	-4862.524 m
1060	1544.372 m	90.229 m	-4853.459 m
1061	1536.051 m	90.229 m	-4844.392 m
1062	1527.595 m	90.229 m	-4835.157 m
1063	1519.059 m	90.229 m	-4825.81 m
1064	1510.543 m	90.229 m	-4816.462 m
1065	1502.049 m	90.229 m	-4807.113 m
1066	1493.575 m	90.229 m	-4797.762 m
1067	1485.123 m	90.229 m	-4788.41 m
1068	1476.693 m	90.229 m	-4779.057 m
1069	1468.285 m	90.229 m	-4769.703 m
1070	1459.9 m	90.229 m	-4760.347 m
1071	1451.537 m	90.229 m	-4750.99 m
1072	1443.198 m	90.229 m	-4741.632 m
1073	1434.882 m	90.229 m	-4732.273 m
1074	1426.589 m	90.229 m	-4722.912 m
1075	1418.321 m	90.229 m	-4713.551 m
1076	1410.077 m	90.229 m	-4704.188 m
1077	1401.858 m	90.229 m	-4694.824 m
1078	1393.664 m	90.229 m	-4685.459 m
1079	1385.496 m	90.229 m	-4676.093 m
1080	1377.353 m	90.229 m	-4666.726 m
1081	1369.236 m	90.229 m	-4657.358 m
1082	1361.146 m	90.229 m	-4647.989 m
1083	1353.082 m	90.229 m	-4638.619 m
1084	1345.045 m	90.229 m	-4629.248 m
1085	1337.036 m	90.229 m	-4619.876 m
1086	1329.054 m	90.229 m	-4610.503 m
1087	1321.1 m	90.229 m	-4601.129 m
1088	1313.174 m	90.229 m	-4591.754 m
1089	1305.277 m	90.229 m	-4582.378 m
1090	1297.409 m	90.229 m	-4573.002 m
1091	1289.57 m	90.229 m	-4563.625 m
1092	1281.736 m	90.229 m	-4554.216 m
1093	1273.589 m	90.229 m	-4544.394 m
1094	1265.476 m	90.229 m	-4534.571 m
1095	1257.397 m	90.229 m	-4524.747 m
1096	1249.351 m	90.229 m	-4514.922 m
1097	1241.339 m	90.229 m	-4505.097 m
1098	1233.363 m	90.229 m	-4495.27 m
1099	1225.421 m	90.229 m	-4485.443 m
1100	1217.514 m	90.229 m	-4475.615 m
1101	1209.644 m	90.229 m	-4465.787 m
1102	1201.809 m	90.229 m	-4455.958 m
1103	1194.011 m	90.229 m	-4446.128 m
1104	1186.249 m	90.229 m	-4436.297 m
1105	1178.525 m	90.229 m	-4426.466 m
1106	1170.839 m	90.229 m	-4416.635 m
1107	1163.19 m	90.229 m	-4406.802 m
1108	1155.58 m	90.229 m	-4396.97 m
1109	1148.009 m	90.229 m	-4387.136 m
1110	1140.476 m	90.229 m	-4377.303 m
1111	1132.983 m	90.229 m	-4367.468 m
1112	1125.53 m	90.229 m	-4357.634 m
1113	1118.117 m	90.229 m	-4347.798 m
1114	1110.744 m	90.229 m	-4337.963 m
1115	1103.413 m	90.229 m	-4328.127 m
1116	1096.122 m	90.229 m	-4318.29 m
1117	1088.874 m	90.229 m	-4308.454 m
1118	1081.667 m	90.229 m	-4298.617 m
1119	1074.503 m	90.229 m	-4288.779 m
1120	1067.381 m	90.229 m	-4278.942 m
1121	1060.303 m	90.229 m	-4269.104 m
1122	1052.871 m	90.229 m	-4258.709 m
1123	1045.449 m	90.229 m	-4248.258 m
1124	1038.076 m	90.229 m	-4237.806 m
1125	1030.754 m	90.229 m	-4227.355 m
1126	1023.483 m	90.229 m	-4216.903 m
1127	1016.264 m	90.229 m	-4206.451 m
1128	1009.096 m	90.229 m	-4196 m
1129	1001.98 m	90.229 m	-4185.548 m
1130	994.916 m	90.229 m	-4175.096 m
1131	987.906 m	90.229 m	-4164.643 m
1132	980.95 m	90.229 m	-4154.191 m
1133	974.047 m	90.229 m	-4143.739 m
1134	967.199 m	90.229 m	-4133.287 m
1135	960.405 m	90.229 m	-4122.836 m
1136	953.667 m	90.229 m	-4112.384 m
1137	946.985 m	90.229 m	-4101.932 m
1138	940.358 m	90.229 m	-4091.481 m
1139	933.789 m	90.229 m	-4081.029 m
1140	927.276 m	90.229 m	-4070.578 m
1141	920.821 m	90.229 m	-4060.127 m
1142	914.424 m	90.229 m	-4049.677 m
1143	908.085 m	90.229 m	-4039.226 m
1144	901.805 m	90.229 m	-4028.776 m
1145	895.584 m	90.229 m	-4018.327 m
1146	889.423 m	90.229 m	-4007.877 m
1147	883.323 m	90.229 m	-3997.428 m
1148	877.282 m	90.229 m	-3986.98 m
1149	871.156 m	90.229 m	-3976.284 m
1150	864.886 m	90.229 m	-3965.303 m
1151	858.633 m	90.229 m	-3954.333 m
1152	852.398 m	90.229 m	-3943.373 m
1153	846.18 m	90.229 m	-3932.422 m
1154	839.98 m	90.229 m	-3921.482 m
1155	833.797 m	90.229 m	-3910.55 m
1156	827.632 m	90.229 m	-3899.628 m
1157	821.485 m	90.229 m	-3888.715 m
1158	815.355 m	90.229 m	-3877.811 m
1159	809.243 m	90.229 m	-3866.916 m
1160	803.148 m	90.229 m	-3856.029 m
1161	797.071 m	90.229 m	-3845.151 m
1162	791.011 m	90.229 m	-3834.281 m
1163	784.969 m	90.229 m	-3823.419 m
1164	778.945 m	90.229 m	-3812.564 m
1165	772.939 m	90.229 m	-3801.718 m
1166	766.95 m	90.229 m	-3790.878 m
1167	760.978 m	90.229 m	-3780.046 m
1168	755.025 m	90.229 m	-3769.222 m
1169	749.089 m	90.229 m	-3758.404 m
1170	743.171 m	90.229 m	-3747.593 m
1171	737.27 m	90.229 m	-3736.788 m
1172	731.388 m	90.229 m	-3725.99 m
1173	725.523 m	90.229 m	-3715.198 m
1174	719.676 m	90.229 m	-3704.412 m
1175	713.784 m	90.229 m	-3693.517 m
1176	707.804 m	90.229 m	-3682.43 m
1177	701.843 m	90.229 m	-3671.348 m
1178	695.9 m	90.229 m	-3660.272 m
1179	689.977 m	90.229 m	-3649.201 m
1180	684.072 m	90.229 m	-3638.135 m
1181	678.186 m	90.229 m	-3627.074 m
1182	672.319 m	90.229 m	-3616.019 m
1183	666.471 m	90.229 m	-3604.967 m
1184	660.642 m	90.229 m	-3593.921 m
1185	654.831 m	90.229 m	-3582.878 m
1186	649.04 m	90.229 m	-3571.84 m
1187	643.268 m	90.229 m	-3560.805 m
1188	637.514 m	90.229 m	-3549.774 m
1189	631.78 m	90.229 m	-3538.746 m
1190	626.065 m	90.229 m	-3527.722 m
1191	620.369 m	90.229 m	-3516.701 m
1192	614.691 m	90.229 m	-3505.682 m
1193	609.033 m	90.229 m	-3494.667 m
1194	603.394 m	90.229 m	-3483.653 m
1195	597.774 m	90.229 m	-3472.642 m
1196	592.173 m	90.229 m	-3461.633 m
1197	586.591 m	90.229 m	-3450.626 m
1198	581.028 m	90.229 m	-3439.621 m
1199	575.484 m	90.229 m	-3428.617 m
1200	569.959 m	90.229 m	-3417.613 m
1201	564.345 m	90.229 m	-3406.393 m
1202	558.75 m	90.229 m	-3395.175 m
1203	553.176 m	90.229 m	-3383.957 m
1204	547.621 m	90.229 m	-3372.739 m
1205	542.087 m	90.229 m	-3361.522 m
1206	536.572 m	90.229 m	-3350.305 m
1207	531.078 m	90.229 m	-3339.088 m
1208	525.603 m	90.229 m	-3327.871 m
1209	520.149 m	90.229 m	-3316.653 m
1210	514.714 m	90.229 m	-3305.434 m
1211	509.3 m	90.229 m	-3294.215 m
