Point	X	Y	Z
611	3785.446 m	132.382 m	-9610.836 m
612	3786.182 m	132.386 m	-9598.467 m
613	3786.909 m	132.39 m	-9586.109 m
614	3787.628 m	132.394 m	-9573.763 m
615	3788.339 m	132.398 m	-9561.428 m
616	3789.042 m	132.401 m	-9549.105 m
617	3789.736 m	132.405 m	-9536.794 m
618	3790.421 m	132.41 m	-9524.494 m
619	3791.097 m	132.414 m	-9512.205 m
620	3791.765 m	132.418 m	-9499.928 m
621	3792.423 m	132.422 m	-9487.663 m
622	3793.072 m	132.426 m	-9475.409 m
623	3793.712 m	132.429 m	-9463.167 m
624	3794.35 m	132.433 m	-9450.776 m
625	3794.987 m	132.437 m	-9438.223 m
626	3795.613 m	132.441 m	-9425.683 m
627	3796.229 m	132.444 m	-9413.154 m
628	3796.835 m	132.448 m	-9400.638 m
629	3797.429 m	132.451 m	-9388.133 m
630	3798.012 m	132.454 m	-9375.641 m
631	3798.585 m	132.457 m	-9363.161 m
632	3799.146 m	132.46 m	-9350.694 m
633	3799.695 m	132.462 m	-9338.238 m
634	3800.233 m	132.465 m	-9325.794 m
635	3800.759 m	132.467 m	-9313.363 m
636	3801.273 m	132.468 m	-9300.944 m
637	3801.775 m	132.47 m	-9288.537 m
638	3802.265 m	132.471 m	-9276.142 m
639	3802.743 m	132.471 m	-9263.759 m
640	3803.208 m	132.472 m	-9251.388 m
641	3803.66 m	132.472 m	-9239.03 m
642	3804.099 m	132.471 m	-9226.683 m
643	3804.526 m	132.47 m	-9214.349 m
644	3804.939 m	132.469 m	-9202.027 m
645	3805.339 m	132.467 m	-9189.717 m
646	3805.725 m	132.465 m	-9177.419 m
647	3806.098 m	132.463 m	-9165.133 m
648	3806.457 m	132.459 m	-9152.859 m
649	3806.802 m	132.456 m	-9140.598 m
650	3807.134 m	132.452 m	-9128.348 m
651	3807.456 m	132.447 m	-9115.88 m
652	3807.767 m	132.441 m	-9103.318 m
653	3808.062 m	132.435 m	-9090.768 m
654	3808.341 m	132.429 m	-9078.231 m
655	3808.605 m	132.421 m	-9065.706 m
656	3808.853 m	132.413 m	-9053.195 m
657	3809.085 m	132.405 m	-9040.696 m
658	3809.301 m	132.395 m	-9028.21 m
659	3809.5 m	132.385 m	-9015.737 m
660	3809.683 m	132.374 m	-9003.277 m
661	3809.849 m	132.362 m	-8990.829 m
662	3809.999 m	132.35 m	-8978.394 m
663	3810.131 m	132.337 m	-8965.972 m
664	3810.246 m	132.323 m	-8953.562 m
665	3810.344 m	132.308 m	-8941.166 m
666	3810.424 m	132.292 m	-8928.782 m
667	3810.487 m	132.275 m	-8916.411 m
668	3810.532 m	132.258 m	-8904.052 m
669	3810.558 m	132.239 m	-8891.707 m
670	3810.567 m	132.22 m	-8879.374 m
671	3810.557 m	132.2 m	-8867.054 m
672	3810.529 m	132.178 m	-8854.746 m
673	3810.482 m	132.156 m	-8842.451 m
674	3810.416 m	132.133 m	-8830.169 m
675	3810.332 m	132.108 m	-8817.9 m
676	3810.228 m	132.083 m	-8805.644 m
677	3810.102 m	132.056 m	-8793.2 m
678	3809.955 m	132.028 m	-8780.639 m
679	3809.787 m	131.998 m	-8768.092 m
680	3809.598 m	131.967 m	-8755.559 m
681	3809.388 m	131.935 m	-8743.039 m
682	3809.157 m	131.902 m	-8730.532 m
683	3808.904 m	131.868 m	-8718.038 m
684	3808.629 m	131.832 m	-8705.558 m
685	3808.333 m	131.795 m	-8693.092 m
686	3808.014 m	131.757 m	-8680.639 m
687	3807.674 m	131.718 m	-8668.199 m
688	3807.311 m	131.677 m	-8655.772 m
689	3806.926 m	131.634 m	-8643.359 m
690	3806.517 m	131.591 m	-8630.96 m
691	3806.086 m	131.546 m	-8618.574 m
692	3805.632 m	131.499 m	-8606.201 m
693	3805.154 m	131.451 m	-8593.841 m
694	3804.654 m	131.402 m	-8581.495 m
695	3804.129 m	131.351 m	-8569.162 m
696	3803.581 m	131.298 m	-8556.843 m
697	3803.008 m	131.244 m	-8544.537 m
698	3802.412 m	131.189 m	-8532.245 m
699	3801.791 m	131.131 m	-8519.965 m
700	3801.145 m	131.073 m	-8507.699 m
701	3800.475 m	131.012 m	-8495.447 m
702	3799.776 m	130.95 m	-8483.142 m
703	3799.038 m	130.885 m	-8470.613 m
704	3798.273 m	130.818 m	-8458.098 m
705	3797.481 m	130.749 m	-8445.597 m
706	3796.662 m	130.678 m	-8433.11 m
707	3795.816 m	130.606 m	-8420.637 m
708	3794.943 m	130.532 m	-8408.177 m
709	3794.043 m	130.456 m	-8395.732 m
710	3793.114 m	130.378 m	-8383.301 m
711	3792.158 m	130.298 m	-8370.884 m
712	3791.174 m	130.216 m	-8358.481 m
713	3790.161 m	130.132 m	-8346.092 m
714	3789.12 m	130.046 m	-8333.717 m
715	3788.051 m	129.958 m	-8321.356 m
716	3786.952 m	129.868 m	-8309.009 m
717	3785.825 m	129.776 m	-8296.676 m
718	3784.668 m	129.682 m	-8284.357 m
719	3783.481 m	129.586 m	-8272.052 m
720	3782.266 m	129.488 m	-8259.761 m
721	3781.02 m	129.388 m	-8247.483 m
722	3779.744 m	129.285 m	-8235.22 m
723	3778.438 m	129.181 m	-8222.971 m
724	3777.102 m	129.074 m	-8210.736 m
725	3775.735 m	128.965 m	-8198.514 m
726	3774.337 m	128.853 m	-8186.307 m
727	3772.895 m	128.739 m	-8174.003 m
728	3771.404 m	128.62 m	-8161.571 m
729	3769.881 m	128.499 m	-8149.155 m
730	3768.325 m	128.376 m	-8136.753 m
731	3766.735 m	128.251 m	-8124.365 m
732	3765.112 m	128.122 m	-8111.992 m
733	3763.456 m	127.992 m	-8099.633 m
734	3761.766 m	127.859 m	-8087.289 m
735	3760.042 m	127.723 m	-8074.96 m
736	3758.284 m	127.585 m	-8062.645 m
737	3756.492 m	127.444 m	-8050.344 m
738	3754.665 m	127.3 m	-8038.058 m
739	3752.803 m	127.154 m	-8025.787 m
740	3750.906 m	127.005 m	-8013.53 m
741	3748.974 m	126.854 m	-8001.287 m
742	3747.007 m	126.7 m	-7989.059 m
743	3745.004 m	126.543 m	-7976.846 m
744	3742.966 m	126.383 m	-7964.647 m
745	3740.891 m	126.22 m	-7952.462 m
746	3738.78 m	126.055 m	-7940.292 m
747	3736.633 m	125.887 m	-7928.137 m
748	3734.45 m	125.716 m	-7915.996 m
749	3732.229 m	125.542 m	-7903.869 m
750	3729.971 m	125.365 m	-7891.757 m
751	3727.671 m	125.185 m	-7879.631 m
752	3725.306 m	125 m	-7867.378 m
753	3722.901 m	124.812 m	-7855.14 m
754	3720.458 m	124.62 m	-7842.917 m
755	3717.976 m	124.426 m	-7830.708 m
756	3715.455 m	124.228 m	-7818.515 m
757	3712.893 m	124.027 m	-7806.336 m
758	3710.293 m	123.823 m	-7794.172 m
759	3707.652 m	123.616 m	-7782.024 m
760	3704.971 m	123.406 m	-7769.889 m
761	3702.249 m	123.192 m	-7757.77 m
762	3699.487 m	122.975 m	-7745.666 m
763	3696.684 m	122.755 m	-7733.577 m
764	3693.84 m	122.532 m	-7721.502 m
765	3690.954 m	122.305 m	-7709.442 m
766	3688.027 m	122.074 m	-7697.397 m
767	3685.059 m	121.841 m	-7685.367 m
768	3682.048 m	121.604 m	-7673.352 m
769	3678.996 m	121.363 m	-7661.351 m
770	3675.901 m	121.119 m	-7649.366 m
771	3672.763 m	120.872 m	-7637.395 m
772	3669.582 m	120.621 m	-7625.439 m
773	3666.359 m	120.366 m	-7613.498 m
774	3663.092 m	120.108 m	-7601.571 m
775	3659.779 m	119.846 m	-7589.647 m
776	3656.409 m	119.58 m	-7577.695 m
777	3652.996 m	119.309 m	-7565.758 m
778	3649.537 m	119.035 m	-7553.836 m
779	3646.035 m	118.758 m	-7541.929 m
780	3642.487 m	118.476 m	-7530.037 m
781	3638.894 m	118.191 m	-7518.16 m
782	3635.255 m	117.902 m	-7506.298 m
783	3631.571 m	117.609 m	-7494.45 m
784	3627.842 m	117.313 m	-7482.618 m
785	3624.066 m	117.012 m	-7470.8 m
786	3620.244 m	116.708 m	-7458.998 m
787	3616.376 m	116.399 m	-7447.21 m
788	3612.461 m	116.087 m	-7435.437 m
789	3608.499 m	115.771 m	-7423.679 m
790	3604.489 m	115.451 m	-7411.936 m
791	3600.433 m	115.126 m	-7400.208 m
792	3596.329 m	114.798 m	-7388.495 m
793	3592.177 m	114.466 m	-7376.797 m
794	3587.978 m	114.129 m	-7365.113 m
795	3583.73 m	113.788 m	-7353.445 m
796	3579.434 m	113.444 m	-7341.791 m
797	3575.089 m	113.095 m	-7330.153 m
798	3570.695 m	112.742 m	-7318.529 m
799	3566.266 m	112.385 m	-7306.955 m
800	3561.807 m	112.026 m	-7295.447 m
801	3557.3 m	111.663 m	-7283.954 m
802	3552.744 m	111.296 m	-7272.475 m
803	3548.139 m	110.924 m	-7261.011 m
804	3543.484 m	110.549 m	-7249.562 m
805	3538.78 m	110.168 m	-7238.127 m
806	3534.026 m	109.784 m	-7226.707 m
807	3529.221 m	109.395 m	-7215.302 m
808	3524.367 m	109.002 m	-7203.911 m
809	3519.462 m	108.604 m	-7192.535 m
810	3514.507 m	108.202 m	-7181.173 m
811	3509.5 m	107.796 m	-7169.826 m
812	3504.443 m	107.385 m	-7158.494 m
813	3499.334 m	106.969 m	-7147.176 m
814	3494.173 m	106.55 m	-7135.873 m
815	3488.961 m	106.125 m	-7124.585 m
816	3483.697 m	105.696 m	-7113.311 m
817	3478.381 m	105.262 m	-7102.051 m
818	3473.012 m	104.824 m	-7090.807 m
819	3467.591 m	104.381 m	-7079.577 m
820	3462.116 m	103.934 m	-7068.361 m
821	3456.589 m	103.481 m	-7057.16 m
822	3451.009 m	103.024 m	-7045.974 m
823	3445.424 m	102.567 m	-7034.899 m
824	3439.86 m	102.11 m	-7023.981 m
825	3434.244 m	101.649 m	-7013.077 m
826	3428.577 m	101.184 m	-7002.188 m
827	3422.857 m	100.714 m	-6991.312 m
828	3417.085 m	100.239 m	-6980.45 m
829	3411.261 m	99.759 m	-6969.603 m
830	3405.385 m	99.275 m	-6958.769 m
831	3399.455 m	98.786 m	-6947.949 m
832	3393.473 m	98.292 m	-6937.143 m
833	3387.437 m	97.794 m	-6926.351 m
834	3381.348 m	97.291 m	-6915.573 m
835	3375.206 m	96.783 m	-6904.808 m
836	3369.009 m	96.27 m	-6894.058 m
837	3362.759 m	95.752 m	-6883.322 m
838	3356.455 m	95.23 m	-6872.599 m
839	3350.096 m	94.702 m	-6861.891 m
840	3343.683 m	94.17 m	-6851.196 m
841	3337.214 m	93.633 m	-6840.516 m
842	3330.691 m	93.09 m	-6829.849 m
843	3324.113 m	92.543 m	-6819.196 m
844	3317.479 m	91.991 m	-6808.557 m
845	3310.79 m	91.433 m	-6797.932 m
846	3304.045 m	90.871 m	-6787.321 m
847	3297.244 m	90.303 m	-6776.724 m
848	3290.74 m	89.764 m	-6766.684 m
849	3284.223 m	89.233 m	-6756.718 m
850	3277.64 m	88.705 m	-6746.742 m
851	3270.992 m	88.181 m	-6736.758 m
852	3264.279 m	87.66 m	-6726.764 m
853	3257.502 m	87.144 m	-6716.761 m
854	3250.661 m	86.631 m	-6706.749 m
855	3243.757 m	86.121 m	-6696.728 m
856	3236.791 m	85.615 m	-6686.698 m
857	3229.762 m	85.113 m	-6676.659 m
858	3222.672 m	84.614 m	-6666.61 m
859	3215.52 m	84.119 m	-6656.553 m
860	3208.308 m	83.627 m	-6646.487 m
861	3201.036 m	83.139 m	-6636.413 m
862	3193.704 m	82.655 m	-6626.329 m
863	3186.314 m	82.174 m	-6616.237 m
864	3178.864 m	81.696 m	-6606.136 m
865	3171.357 m	81.222 m	-6596.026 m
866	3163.792 m	80.752 m	-6585.908 m
867	3156.17 m	80.285 m	-6575.781 m
868	3148.492 m	79.821 m	-6565.645 m
869	3140.758 m	79.361 m	-6555.501 m
870	3132.968 m	78.904 m	-6545.349 m
871	3125.123 m	78.451 m	-6535.188 m
872	3117.224 m	78.001 m	-6525.019 m
873	3109.271 m	77.554 m	-6514.841 m
874	3101.736 m	77.137 m	-6505.253 m
875	3094.294 m	76.73 m	-6495.835 m
876	3086.807 m	76.326 m	-6486.409 m
877	3079.275 m	75.925 m	-6476.976 m
878	3071.7 m	75.527 m	-6467.537 m
879	3064.082 m	75.132 m	-6458.09 m
880	3056.42 m	74.739 m	-6448.637 m
881	3048.715 m	74.35 m	-6439.176 m
882	3040.968 m	73.963 m	-6429.709 m
883	3033.18 m	73.579 m	-6420.235 m
884	3025.349 m	73.197 m	-6410.755 m
885	3017.478 m	72.819 m	-6401.267 m
886	3009.566 m	72.443 m	-6391.773 m
887	3001.613 m	72.07 m	-6382.273 m
888	2993.621 m	71.7 m	-6372.765 m
889	2985.589 m	71.332 m	-6363.251 m
890	2977.519 m	70.967 m	-6353.731 m
891	2969.409 m	70.605 m	-6344.204 m
892	2961.261 m	70.246 m	-6334.67 m
893	2953.076 m	69.889 m	-6325.13 m
894	2944.853 m	69.535 m	-6315.584 m
895	2936.593 m	69.184 m	-6306.031 m
896	2928.296 m	68.835 m	-6296.472 m
897	2919.963 m	68.489 m	-6286.907 m
898	2911.594 m	68.146 m	-6277.335 m
899	2903.19 m	67.805 m	-6267.757 m
900	2894.751 m	67.467 m	-6258.172 m
901	2886.277 m	67.131 m	-6248.582 m
902	2878.03 m	66.809 m	-6239.278 m
903	2869.985 m	66.497 m	-6230.232 m
904	2861.91 m	66.188 m	-6221.18 m
905	2853.806 m	65.881 m	-6212.123 m
906	2845.673 m	65.577 m	-6203.06 m
907	2837.511 m	65.275 m	-6193.992 m
908	2829.321 m	64.975 m	-6184.919 m
909	2821.103 m	64.677 m	-6175.84 m
910	2812.857 m	64.382 m	-6166.757 m
911	2804.584 m	64.088 m	-6157.668 m
912	2796.284 m	63.797 m	-6148.573 m
913	2787.958 m	63.509 m	-6139.474 m
914	2779.605 m	63.222 m	-6130.369 m
915	2771.226 m	62.938 m	-6121.26 m
916	2762.822 m	62.656 m	-6112.145 m
917	2754.393 m	62.376 m	-6103.025 m
918	2745.938 m	62.098 m	-6093.9 m
919	2737.459 m	61.822 m	-6084.77 m
920	2728.956 m	61.549 m	-6075.635 m
921	2720.429 m	61.277 m	-6066.496 m
922	2711.879 m	61.008 m	-6057.351 m
923	2703.305 m	60.741 m	-6048.201 m
924	2694.709 m	60.476 m	-6039.047 m
925	2686.089 m	60.213 m	-6029.887 m
926	2677.448 m	59.953 m	-6020.723 m
927	2668.785 m	59.694 m	-6011.554 m
928	2660.101 m	59.438 m	-6002.38 m
929	2651.395 m	59.183 m	-5993.202 m
930	2642.668 m	58.931 m	-5984.018 m
931	2633.921 m	58.681 m	-5974.831 m
932	2625.344 m	58.438 m	-5965.837 m
933	2616.906 m	58.201 m	-5957.005 m
934	2608.45 m	57.967 m	-5948.168 m
935	2599.976 m	57.734 m	-5939.327 m
936	2591.485 m	57.503 m	-5930.481 m
937	2582.977 m	57.274 m	-5921.632 m
938	2574.452 m	57.047 m	-5912.778 m
939	2565.911 m	56.822 m	-5903.92 m
940	2557.353 m	56.598 m	-5895.058 m
941	2548.78 m	56.377 m	-5886.192 m
942	2540.191 m	56.157 m	-5877.322 m
943	2531.587 m	55.939 m	-5868.448 m
944	2522.968 m	55.723 m	-5859.57 m
945	2514.334 m	55.509 m	-5850.688 m
946	2505.686 m	55.296 m	-5841.802 m
947	2497.023 m	55.085 m	-5832.912 m
948	2488.347 m	54.876 m	-5824.018 m
949	2479.658 m	54.669 m	-5815.12 m
950	2470.955 m	54.464 m	-5806.219 m
951	2462.24 m	54.26 m	-5797.313 m
952	2453.512 m	54.058 m	-5788.404 m
953	2444.772 m	53.858 m	-5779.491 m
954	2436.02 m	53.66 m	-5770.574 m
955	2427.256 m	53.463 m	-5761.653 m
956	2418.481 m	53.268 m	-5752.729 m
957	2409.695 m	53.075 m	-5743.801 m
958	2400.898 m	52.883 m	-5734.87 m
959	2392.091 m	52.693 m	-5725.934 m
960	2383.273 m	52.505 m	-5716.995 m
961	2374.446 m	52.319 m	-5708.053 m
962	2365.609 m	52.134 m	-5699.107 m
963	2356.827 m	51.952 m	-5690.222 m
964	2348.164 m	51.775 m	-5681.463 m
965	2339.493 m	51.599 m	-5672.701 m
966	2330.815 m	51.424 m	-5663.935 m
967	2322.128 m	51.252 m	-5655.167 m
968	2313.434 m	51.08 m	-5646.395 m
969	2304.733 m	50.911 m	-5637.619 m
970	2296.025 m	50.743 m	-5628.841 m
971	2287.31 m	50.576 m	-5620.059 m
972	2278.59 m	50.411 m	-5611.274 m
973	2269.863 m	50.247 m	-5602.486 m
974	2261.13 m	50.085 m	-5593.695 m
975	2252.392 m	49.925 m	-5584.901 m
976	2243.649 m	49.766 m	-5576.103 m
977	2234.901 m	49.609 m	-5567.303 m
978	2226.148 m	49.453 m	-5558.499 m
979	2217.391 m	49.298 m	-5549.693 m
980	2208.63 m	49.145 m	-5540.883 m
981	2199.866 m	48.994 m	-5532.071 m
982	2191.097 m	48.844 m	-5523.255 m
983	2182.326 m	48.695 m	-5514.437 m
984	2173.552 m	48.548 m	-5505.615 m
985	2164.775 m	48.402 m	-5496.791 m
986	2155.996 m	48.258 m	-5487.964 m
987	2147.214 m	48.115 m	-5479.134 m
988	2138.431 m	47.974 m	-5470.301 m
989	2129.646 m	47.834 m	-5461.465 m
990	2120.861 m	47.695 m	-5452.627 m
991	2112.074 m	47.558 m	-5443.786 m
992	2103.286 m	47.422 m	-5434.942 m
993	2094.499 m	47.288 m	-5426.095 m
994	2085.711 m	47.155 m	-5417.246 m
995	2076.939 m	47.024 m	-5408.409 m
996	2068.188 m	46.894 m	-5399.592 m
997	2059.438 m	46.766 m	-5390.771 m
998	2050.689 m	46.639 m	-5381.948 m
999	2041.941 m	46.513 m	-5373.123 m
1000	2033.195 m	46.389 m	-5364.294 m
1001	2024.451 m	46.266 m	-5355.464 m
1002	2015.709 m	46.144 m	-5346.631 m
1003	2006.97 m	46.024 m	-5337.795 m
1004	1998.233 m	45.905 m	-5328.957 m
1005	1989.499 m	45.787 m	-5320.117 m
1006	1980.768 m	45.671 m	-5311.274 m
1007	1972.041 m	45.556 m	-5302.428 m
1008	1963.318 m	45.442 m	-5293.581 m
1009	1954.599 m	45.329 m	-5284.731 m
1010	1945.884 m	45.218 m	-5275.879 m
1011	1937.174 m	45.108 m	-5267.024 m
1012	1928.468 m	44.999 m	-5258.167 m
1013	1919.768 m	44.891 m	-5249.308 m
1014	1911.074 m	44.785 m	-5240.447 m
1015	1902.385 m	44.68 m	-5231.584 m
1016	1893.702 m	44.576 m	-5222.718 m
1017	1885.026 m	44.473 m	-5213.85 m
1018	1876.356 m	44.372 m	-5204.98 m
1019	1867.693 m	44.272 m	-5196.108 m
1020	1859.037 m	44.173 m	-5187.234 m
1021	1850.389 m	44.075 m	-5178.358 m
1022	1841.748 m	43.978 m	-5169.48 m
1023	1833.116 m	43.883 m	-5160.6 m
1024	1824.491 m	43.788 m	-5151.717 m
1025	1815.875 m	43.695 m	-5142.833 m
1026	1807.268 m	43.603 m	-5133.947 m
1027	1798.627 m	43.512 m	-5125.014 m
1028	1789.925 m	43.421 m	-5116.006 m
1029	1781.233 m	43.331 m	-5106.997 m
1030	1772.551 m	43.242 m	-5097.985 m
1031	1763.88 m	43.155 m	-5088.972 m
1032	1755.219 m	43.069 m	-5079.956 m
1033	1746.569 m	42.984 m	-5070.939 m
1034	1737.931 m	42.9 m	-5061.92 m
1035	1729.305 m	42.817 m	-5052.9 m
1036	1720.69 m	42.735 m	-5043.877 m
1037	1712.088 m	42.654 m	-5034.853 m
1038	1703.498 m	42.575 m	-5025.827 m
1039	1694.921 m	42.496 m	-5016.799 m
1040	1686.357 m	42.419 m	-5007.77 m
1041	1677.807 m	42.343 m	-4998.738 m
1042	1669.27 m	42.267 m	-4989.706 m
1043	1660.747 m	42.193 m	-4980.671 m
1044	1652.239 m	42.12 m	-4971.636 m
1045	1643.745 m	42.048 m	-4962.598 m
1046	1635.266 m	41.977 m	-4953.559 m
1047	1626.802 m	41.907 m	-4944.519 m
1048	1618.353 m	41.838 m	-4935.477 m
1049	1609.92 m	41.77 m	-4926.433 m
1050	1601.504 m	41.703 m	-4917.388 m
1051	1593.103 m	41.637 m	-4908.342 m
1052	1584.719 m	41.573 m	-4899.294 m
1053	1576.352 m	41.509 m	-4890.245 m
1054	1568.002 m	41.446 m	-4881.194 m
1055	1559.67 m	41.384 m	-4872.143 m
1056	1551.355 m	41.323 m	-4863.089 m
1057	1543.059 m	41.263 m	-4854.035 m
1058	1534.78 m	41.204 m	-4844.979 m
1059	1526.33 m	41.145 m	-4835.713 m
1060	1517.838 m	41.086 m	-4826.378 m
1061	1509.366 m	41.028 m	-4817.041 m
1062	1500.915 m	40.971 m	-4807.703 m
1063	1492.485 m	40.915 m	-4798.364 m
1064	1484.077 m	40.86 m	-4789.024 m
1065	1475.69 m	40.806 m	-4779.683 m
1066	1467.325 m	40.753 m	-4770.34 m
1067	1458.983 m	40.701 m	-4760.997 m
1068	1450.663 m	40.65 m	-4751.652 m
1069	1442.366 m	40.6 m	-4742.306 m
1070	1434.092 m	40.551 m	-4732.96 m
1071	1425.842 m	40.503 m	-4723.612 m
1072	1417.615 m	40.455 m	-4714.263 m
1073	1409.413 m	40.409 m	-4704.914 m
1074	1401.236 m	40.363 m	-4695.563 m
1075	1393.083 m	40.319 m	-4686.211 m
1076	1384.956 m	40.275 m	-4676.859 m
1077	1376.854 m	40.232 m	-4667.506 m
1078	1368.777 m	40.19 m	-4658.151 m
1079	1360.727 m	40.149 m	-4648.797 m
1080	1352.704 m	40.108 m	-4639.441 m
1081	1344.707 m	40.069 m	-4630.084 m
1082	1336.737 m	40.03 m	-4620.727 m
1083	1328.794 m	39.992 m	-4611.369 m
1084	1320.88 m	39.955 m	-4602.011 m
1085	1312.993 m	39.919 m	-4592.652 m
1086	1305.134 m	39.883 m	-4583.292 m
1087	1297.305 m	39.849 m	-4573.931 m
1088	1289.504 m	39.815 m	-4564.57 m
1089	1281.706 m	39.782 m	-4555.176 m
1090	1273.596 m	39.748 m	-4545.368 m
1091	1265.519 m	39.715 m	-4535.56 m
1092	1257.475 m	39.683 m	-4525.75 m
1093	1249.464 m	39.651 m	-4515.941 m
1094	1241.488 m	39.621 m	-4506.13 m
1095	1233.546 m	39.591 m	-4496.32 m
1096	1225.639 m	39.562 m	-4486.509 m
1097	1217.767 m	39.534 m	-4476.698 m
1098	1209.93 m	39.507 m	-4466.886 m
1099	1202.129 m	39.48 m	-4457.074 m
1100	1194.364 m	39.454 m	-4447.261 m
1101	1186.635 m	39.429 m	-4437.449 m
1102	1178.944 m	39.405 m	-4427.636 m
1103	1171.289 m	39.381 m	-4417.823 m
1104	1163.673 m	39.358 m	-4408.01 m
1105	1156.094 m	39.336 m	-4398.197 m
1106	1148.553 m	39.315 m	-4388.383 m
1107	1141.051 m	39.294 m	-4378.57 m
1108	1133.589 m	39.274 m	-4368.756 m
1109	1126.165 m	39.254 m	-4358.943 m
1110	1118.782 m	39.235 m	-4349.129 m
1111	1111.439 m	39.217 m	-4339.316 m
1112	1104.136 m	39.2 m	-4329.502 m
1113	1096.874 m	39.183 m	-4319.689 m
1114	1089.653 m	39.167 m	-4309.875 m
1115	1082.474 m	39.151 m	-4300.062 m
1116	1075.337 m	39.136 m	-4290.25 m
1117	1068.242 m	39.122 m	-4280.437 m
1118	1061.19 m	39.108 m	-4270.624 m
1119	1053.835 m	39.094 m	-4260.327 m
1120	1046.433 m	39.081 m	-4249.895 m
1121	1039.08 m	39.068 m	-4239.463 m
1122	1031.778 m	39.056 m	-4229.032 m
1123	1024.525 m	39.045 m	-4218.601 m
1124	1017.324 m	39.034 m	-4208.171 m
1125	1010.174 m	39.024 m	-4197.741 m
1126	1003.076 m	39.014 m	-4187.312 m
1127	996.03 m	39.005 m	-4176.883 m
1128	989.036 m	38.997 m	-4166.455 m
1129	982.096 m	38.989 m	-4156.027 m
1130	975.209 m	38.982 m	-4145.601 m
1131	968.376 m	38.975 m	-4135.175 m
1132	961.597 m	38.968 m	-4124.749 m
1133	954.873 m	38.963 m	-4114.325 m
1134	948.205 m	38.957 m	-4103.901 m
1135	941.592 m	38.952 m	-4093.479 m
1136	935.035 m	38.948 m	-4083.057 m
1137	928.535 m	38.944 m	-4072.636 m
1138	922.092 m	38.941 m	-4062.216 m
1139	915.706 m	38.938 m	-4051.797 m
1140	909.378 m	38.935 m	-4041.379 m
1141	903.108 m	38.933 m	-4030.963 m
1142	896.898 m	38.932 m	-4020.547 m
1143	890.746 m	38.93 m	-4010.132 m
1144	884.654 m	38.93 m	-3999.719 m
1145	878.622 m	38.929 m	-3989.307 m
1146	872.576 m	38.929 m	-3978.768 m
1147	866.32 m	38.928 m	-3967.817 m
1148	860.082 m	38.925 m	-3956.876 m
1149	853.86 m	38.922 m	-3945.946 m
1150	847.657 m	38.916 m	-3935.025 m
1151	841.47 m	38.91 m	-3924.113 m
1152	835.302 m	38.902 m	-3913.212 m
1153	829.15 m	38.893 m	-3902.319 m
1154	823.016 m	38.882 m	-3891.436 m
1155	816.9 m	38.87 m	-3880.561 m
1156	810.801 m	38.857 m	-3869.695 m
1157	804.719 m	38.842 m	-3858.838 m
1158	798.655 m	38.826 m	-3847.989 m
1159	792.608 m	38.809 m	-3837.148 m
1160	786.579 m	38.79 m	-3826.315 m
1161	780.568 m	38.771 m	-3815.49 m
1162	774.574 m	38.75 m	-3804.673 m
1163	768.598 m	38.727 m	-3793.863 m
1164	762.639 m	38.704 m	-3783.061 m
1165	756.698 m	38.679 m	-3772.266 m
1166	750.774 m	38.653 m	-3761.477 m
1167	744.868 m	38.626 m	-3750.695 m
1168	738.98 m	38.598 m	-3739.92 m
1169	733.109 m	38.569 m	-3729.152 m
1170	727.256 m	38.538 m	-3718.389 m
1171	721.42 m	38.506 m	-3707.633 m
1172	715.592 m	38.473 m	-3696.862 m
1173	709.623 m	38.438 m	-3685.805 m
1174	703.673 m	38.402 m	-3674.754 m
1175	697.742 m	38.364 m	-3663.708 m
1176	691.83 m	38.326 m	-3652.668 m
1177	685.936 m	38.286 m	-3641.633 m
1178	680.062 m	38.245 m	-3630.603 m
1179	674.206 m	38.203 m	-3619.577 m
1180	668.368 m	38.16 m	-3608.557 m
1181	662.55 m	38.116 m	-3597.541 m
1182	656.75 m	38.07 m	-3586.529 m
1183	650.97 m	38.024 m	-3575.521 m
1184	645.208 m	37.976 m	-3564.518 m
1185	639.465 m	37.928 m	-3553.517 m
1186	633.741 m	37.878 m	-3542.521 m
1187	628.036 m	37.828 m	-3531.527 m
1188	622.349 m	37.776 m	-3520.537 m
1189	616.682 m	37.723 m	-3509.55 m
1190	611.034 m	37.669 m	-3498.565 m
1191	605.404 m	37.615 m	-3487.583 m
1192	599.793 m	37.559 m	-3476.603 m
1193	594.202 m	37.503 m	-3465.626 m
1194	588.629 m	37.445 m	-3454.65 m
1195	583.076 m	37.386 m	-3443.676 m
1196	577.541 m	37.327 m	-3432.704 m
1197	572.025 m	37.267 m	-3421.733 m
1198	566.46 m	37.205 m	-3410.625 m
1199	560.875 m	37.141 m	-3399.439 m
1200	555.309 m	37.077 m	-3388.254 m
1201	549.763 m	37.012 m	-3377.069 m
1202	544.237 m	36.945 m	-3365.884 m
1203	538.73 m	36.878 m	-3354.7 m
1204	533.244 m	36.811 m	-3343.516 m
1205	527.778 m	36.742 m	-3332.331 m
1206	522.331 m	36.672 m	-3321.146 m
1207	516.904 m	36.602 m	-3309.961 m
1208	511.498 m	36.531 m	-3298.774 m
1209	506.111 m	36.459 m	-3287.587 m
1210	500.744 m	36.386 m	-3276.398 m
1211	495.397 m	36.312 m	-3265.208 m
1212	490.07 m	36.238 m	-3254.016 m
