Point	X	Y	Z
1213	484.763 m	36.163 m	-3242.822 m
1214	479.476 m	36.087 m	-3231.626 m
1215	474.209 m	36.01 m	-3220.427 m
1216	468.962 m	35.933 m	-3209.226 m
1217	463.735 m	35.855 m	-3198.023 m
1218	458.528 m	35.776 m	-3186.816 m
1219	453.342 m	35.697 m	-3175.607 m
1220	448.175 m	35.617 m	-3164.394 m
1221	443.028 m	35.536 m	-3153.177 m
1222	437.902 m	35.455 m	-3141.957 m
1223	432.762 m	35.372 m	-3130.659 m
1224	427.628 m	35.289 m	-3119.325 m
1225	422.515 m	35.205 m	-3107.986 m
1226	417.422 m	35.12 m	-3096.642 m
1227	412.349 m	35.035 m	-3085.294 m
1228	407.298 m	34.949 m	-3073.94 m
1229	402.266 m	34.863 m	-3062.581 m
1230	397.256 m	34.776 m	-3051.217 m
1231	392.266 m	34.689 m	-3039.847 m
1232	387.296 m	34.601 m	-3028.471 m
1233	382.347 m	34.512 m	-3017.088 m
1234	377.419 m	34.423 m	-3005.7 m
1235	372.512 m	34.334 m	-2994.305 m
1236	367.625 m	34.244 m	-2982.903 m
1237	362.759 m	34.154 m	-2971.493 m
1238	357.914 m	34.063 m	-2960.077 m
1239	353.089 m	33.972 m	-2948.654 m
1240	348.285 m	33.88 m	-2937.222 m
1241	343.502 m	33.788 m	-2925.783 m
1242	338.739 m	33.695 m	-2914.336 m
1243	333.998 m	33.602 m	-2902.88 m
1244	329.277 m	33.509 m	-2891.416 m
1245	324.577 m	33.416 m	-2879.944 m
1246	319.898 m	33.322 m	-2868.462 m
1247	315.239 m	33.227 m	-2856.971 m
1248	310.61 m	33.133 m	-2845.491 m
1249	306.001 m	33.038 m	-2834.001 m
1250	301.413 m	32.943 m	-2822.502 m
1251	296.846 m	32.848 m	-2810.992 m
1252	292.3 m	32.752 m	-2799.473 m
1253	287.774 m	32.657 m	-2787.943 m
1254	283.269 m	32.561 m	-2776.402 m
1255	278.786 m	32.464 m	-2764.851 m
1256	274.323 m	32.368 m	-2753.289 m
1257	269.881 m	32.271 m	-2741.715 m
1258	265.46 m	32.174 m	-2730.13 m
1259	261.06 m	32.077 m	-2718.534 m
1260	256.68 m	31.98 m	-2706.925 m
1261	252.322 m	31.883 m	-2695.305 m
1262	247.985 m	31.785 m	-2683.672 m
1263	243.668 m	31.687 m	-2672.027 m
1264	239.373 m	31.59 m	-2660.369 m
1265	235.099 m	31.492 m	-2648.698 m
1266	230.845 m	31.394 m	-2637.014 m
1267	226.613 m	31.296 m	-2625.317 m
1268	222.402 m	31.198 m	-2613.606 m
1269	218.211 m	31.1 m	-2601.881 m
1270	214.042 m	31.001 m	-2590.143 m
1271	209.894 m	30.903 m	-2578.39 m
1272	205.781 m	30.805 m	-2566.661 m
1273	201.729 m	30.708 m	-2555.036 m
1274	197.698 m	30.612 m	-2543.397 m
1275	193.688 m	30.515 m	-2531.744 m
1276	189.698 m	30.418 m	-2520.075 m
1277	185.729 m	30.321 m	-2508.392 m
1278	181.781 m	30.225 m	-2496.693 m
1279	177.853 m	30.128 m	-2484.979 m
1280	173.946 m	30.031 m	-2473.249 m
1281	170.059 m	29.935 m	-2461.503 m
1282	166.193 m	29.839 m	-2449.741 m
1283	162.348 m	29.743 m	-2437.963 m
1284	158.524 m	29.646 m	-2426.169 m
1285	154.72 m	29.551 m	-2414.358 m
1286	150.937 m	29.455 m	-2402.53 m
1287	147.175 m	29.359 m	-2390.685 m
1288	143.433 m	29.264 m	-2378.823 m
1289	139.712 m	29.169 m	-2366.943 m
1290	136.012 m	29.074 m	-2355.046 m
1291	132.333 m	28.979 m	-2343.131 m
1292	128.674 m	28.885 m	-2331.197 m
1293	125.037 m	28.79 m	-2319.246 m
1294	121.42 m	28.696 m	-2307.276 m
1295	117.824 m	28.603 m	-2295.287 m
1296	114.249 m	28.509 m	-2283.28 m
1297	110.709 m	28.417 m	-2271.301 m
1298	107.262 m	28.326 m	-2259.554 m
1299	103.836 m	28.236 m	-2247.789 m
1300	100.43 m	28.146 m	-2236.004 m
1301	97.043 m	28.056 m	-2224.201 m
1302	93.676 m	27.967 m	-2212.378 m
1303	90.33 m	27.878 m	-2200.537 m
1304	87.003 m	27.79 m	-2188.676 m
1305	83.696 m	27.702 m	-2176.795 m
1306	80.409 m	27.614 m	-2164.894 m
1307	77.142 m	27.527 m	-2152.973 m
1308	73.895 m	27.44 m	-2141.033 m
1309	70.668 m	27.353 m	-2129.071 m
1310	67.461 m	27.267 m	-2117.089 m
1311	64.274 m	27.182 m	-2105.087 m
1312	61.107 m	27.096 m	-2093.063 m
1313	57.96 m	27.012 m	-2081.018 m
1314	54.833 m	26.928 m	-2068.952 m
1315	51.726 m	26.844 m	-2056.864 m
1316	48.64 m	26.761 m	-2044.754 m
1317	45.573 m	26.678 m	-2032.623 m
1318	42.526 m	26.596 m	-2020.47 m
1319	39.5 m	26.514 m	-2008.294 m
1320	36.494 m	26.433 m	-1996.095 m
1321	33.507 m	26.352 m	-1983.874 m
1322	30.541 m	26.272 m	-1971.631 m
1323	27.642 m	26.194 m	-1959.558 m
1324	24.819 m	26.118 m	-1947.706 m
1325	22.016 m	26.043 m	-1935.832 m
1326	19.231 m	25.968 m	-1923.937 m
1327	16.465 m	25.894 m	-1912.019 m
1328	13.718 m	25.82 m	-1900.079 m
1329	10.99 m	25.747 m	-1888.116 m
1330	8.28 m	25.674 m	-1876.131 m
1331	5.59 m	25.602 m	-1864.123 m
1332	2.918 m	25.531 m	-1852.092 m
1333	0.265 m	25.461 m	-1840.038 m
1334	-2.369 m	25.391 m	-1827.961 m
1335	-4.984 m	25.321 m	-1815.86 m
1336	-7.581 m	25.253 m	-1803.736 m
1337	-10.158 m	25.185 m	-1791.587 m
1338	-12.717 m	25.118 m	-1779.415 m
1339	-15.256 m	25.051 m	-1767.219 m
1340	-17.777 m	24.985 m	-1754.998 m
1341	-20.279 m	24.92 m	-1742.753 m
1342	-22.762 m	24.856 m	-1730.483 m
1343	-25.226 m	24.792 m	-1718.188 m
1344	-27.67 m	24.729 m	-1705.869 m
1345	-30.096 m	24.667 m	-1693.524 m
1346	-32.503 m	24.606 m	-1681.154 m
1347	-34.891 m	24.545 m	-1668.758 m
1348	-37.26 m	24.486 m	-1656.337 m
1349	-39.61 m	24.427 m	-1643.89 m
1350	-41.859 m	24.371 m	-1631.856 m
1351	-44.067 m	24.316 m	-1619.925 m
1352	-46.258 m	24.262 m	-1607.969 m
1353	-48.431 m	24.209 m	-1595.989 m
1354	-50.587 m	24.157 m	-1583.985 m
1355	-52.725 m	24.105 m	-1571.957 m
1356	-54.846 m	24.054 m	-1559.904 m
1357	-56.95 m	24.004 m	-1547.826 m
1358	-59.036 m	23.955 m	-1535.724 m
1359	-61.105 m	23.907 m	-1523.596 m
1360	-63.157 m	23.859 m	-1511.443 m
1361	-65.19 m	23.812 m	-1499.265 m
1362	-67.207 m	23.767 m	-1487.061 m
1363	-69.206 m	23.722 m	-1474.832 m
1364	-71.187 m	23.677 m	-1462.577 m
1365	-73.151 m	23.634 m	-1450.296 m
1366	-75.098 m	23.592 m	-1437.989 m
1367	-77.027 m	23.55 m	-1425.656 m
1368	-78.938 m	23.51 m	-1413.297 m
1369	-80.832 m	23.47 m	-1400.911 m
1370	-82.709 m	23.432 m	-1388.498 m
1371	-84.567 m	23.394 m	-1376.059 m
1372	-86.409 m	23.357 m	-1363.593 m
1373	-88.232 m	23.321 m	-1351.099 m
1374	-90.039 m	23.286 m	-1338.579 m
1375	-91.827 m	23.252 m	-1326.03 m
1376	-93.598 m	23.219 m	-1313.455 m
1377	-95.351 m	23.187 m	-1300.852 m
1378	-97.009 m	23.158 m	-1288.793 m
1379	-98.636 m	23.129 m	-1276.814 m
1380	-100.247 m	23.102 m	-1264.81 m
1381	-101.843 m	23.075 m	-1252.781 m
1382	-103.423 m	23.05 m	-1240.727 m
1383	-104.987 m	23.025 m	-1228.647 m
1384	-106.535 m	23.001 m	-1216.541 m
1385	-108.067 m	22.978 m	-1204.41 m
1386	-109.584 m	22.956 m	-1192.253 m
1387	-111.084 m	22.935 m	-1180.069 m
1388	-112.569 m	22.915 m	-1167.86 m
1389	-114.038 m	22.896 m	-1155.624 m
1390	-115.491 m	22.878 m	-1143.362 m
1391	-116.928 m	22.861 m	-1131.073 m
1392	-118.349 m	22.845 m	-1118.758 m
1393	-119.755 m	22.83 m	-1106.416 m
1394	-121.144 m	22.816 m	-1094.047 m
1395	-122.518 m	22.803 m	-1081.65 m
1396	-123.875 m	22.791 m	-1069.227 m
1397	-125.217 m	22.78 m	-1056.777 m
1398	-126.543 m	22.77 m	-1044.299 m
1399	-127.852 m	22.761 m	-1031.793 m
1400	-129.146 m	22.753 m	-1019.26 m
1401	-130.424 m	22.747 m	-1006.699 m
1402	-131.686 m	22.741 m	-994.11 m
1403	-132.932 m	22.736 m	-981.493 m
1404	-134.162 m	22.733 m	-968.848 m
1405	-135.376 m	22.731 m	-956.175 m
1406	-136.574 m	22.729 m	-943.473 m
1407	-137.733 m	22.729 m	-930.973 m
1408	-138.816 m	22.729 m	-918.917 m
1409	-139.861 m	22.729 m	-906.837 m
1410	-140.869 m	22.728 m	-894.733 m
1411	-141.838 m	22.728 m	-882.606 m
1412	-142.771 m	22.727 m	-870.455 m
1413	-143.666 m	22.726 m	-858.28 m
1414	-144.524 m	22.725 m	-846.082 m
1415	-145.346 m	22.724 m	-833.861 m
1416	-146.13 m	22.723 m	-821.616 m
1417	-146.878 m	22.721 m	-809.348 m
1418	-147.59 m	22.72 m	-797.056 m
1419	-148.266 m	22.718 m	-784.742 m
1420	-148.906 m	22.716 m	-772.404 m
1421	-149.509 m	22.715 m	-760.043 m
1422	-150.077 m	22.712 m	-747.659 m
1423	-150.61 m	22.71 m	-735.252 m
1424	-151.107 m	22.708 m	-722.822 m
1425	-151.57 m	22.706 m	-710.369 m
1426	-151.997 m	22.703 m	-697.894 m
1427	-152.389 m	22.701 m	-685.395 m
1428	-152.747 m	22.698 m	-672.874 m
1429	-153.07 m	22.695 m	-660.331 m
1430	-153.359 m	22.692 m	-647.764 m
1431	-153.614 m	22.689 m	-635.175 m
1432	-153.835 m	22.686 m	-622.564 m
1433	-154.023 m	22.682 m	-609.93 m
1434	-154.176 m	22.679 m	-597.274 m
1435	-154.296 m	22.675 m	-584.595 m
1436	-154.383 m	22.672 m	-571.895 m
1437	-154.437 m	22.668 m	-559.172 m
1438	-154.458 m	22.664 m	-546.494 m
1439	-154.448 m	22.66 m	-534.397 m
1440	-154.408 m	22.657 m	-522.28 m
1441	-154.339 m	22.653 m	-510.144 m
1442	-154.242 m	22.649 m	-497.987 m
1443	-154.115 m	22.645 m	-485.811 m
1444	-153.96 m	22.641 m	-473.616 m
1445	-153.777 m	22.636 m	-461.401 m
1446	-153.565 m	22.632 m	-449.166 m
1447	-153.324 m	22.628 m	-436.912 m
1448	-153.056 m	22.623 m	-424.638 m
1449	-152.76 m	22.619 m	-412.345 m
1450	-152.436 m	22.614 m	-400.033 m
1451	-152.084 m	22.609 m	-387.702 m
1452	-151.705 m	22.605 m	-375.351 m
1453	-151.298 m	22.6 m	-362.981 m
1454	-150.864 m	22.595 m	-350.592 m
1455	-150.403 m	22.59 m	-338.184 m
1456	-149.915 m	22.585 m	-325.757 m
1457	-149.401 m	22.58 m	-313.311 m
1458	-148.859 m	22.575 m	-300.846 m
1459	-148.292 m	22.569 m	-288.362 m
1460	-147.698 m	22.564 m	-275.859 m
1461	-147.077 m	22.559 m	-263.337 m
1462	-146.431 m	22.553 m	-250.797 m
1463	-145.759 m	22.548 m	-238.238 m
1464	-145.061 m	22.542 m	-225.66 m
1465	-144.337 m	22.537 m	-213.064 m
1466	-143.588 m	22.531 m	-200.449 m
1467	-142.813 m	22.525 m	-187.815 m
1468	-142.014 m	22.52 m	-175.163 m
1469	-141.189 m	22.514 m	-162.493 m
1470	-140.34 m	22.508 m	-149.804 m
1471	-139.472 m	22.502 m	-137.189 m
1472	-138.619 m	22.497 m	-125.103 m
1473	-137.744 m	22.491 m	-113 m
1474	-136.847 m	22.485 m	-100.881 m
1475	-135.928 m	22.48 m	-88.746 m
1476	-134.987 m	22.474 m	-76.594 m
1477	-134.025 m	22.468 m	-64.425 m
1478	-133.042 m	22.462 m	-52.241 m
1479	-132.037 m	22.456 m	-40.04 m
1480	-131.011 m	22.45 m	-27.824 m
1481	-129.964 m	22.444 m	-15.591 m
1482	-128.895 m	22.438 m	-3.342 m
1483	-127.807 m	22.432 m	8.923 m
1484	-126.697 m	22.426 m	21.204 m
1485	-125.567 m	22.42 m	33.502 m
1486	-124.416 m	22.414 m	45.814 m
1487	-123.245 m	22.408 m	58.143 m
1488	-122.054 m	22.402 m	70.488 m
1489	-120.843 m	22.396 m	82.848 m
1490	-119.612 m	22.39 m	95.225 m
1491	-118.361 m	22.384 m	107.617 m
1492	-117.09 m	22.377 m	120.024 m
1493	-115.8 m	22.371 m	132.448 m
1494	-114.491 m	22.365 m	144.887 m
1495	-113.162 m	22.359 m	157.341 m
1496	-111.813 m	22.352 m	169.811 m
1497	-110.446 m	22.346 m	182.296 m
1498	-109.06 m	22.34 m	194.797 m
1499	-107.655 m	22.334 m	207.314 m
1500	-106.231 m	22.327 m	219.845 m
1501	-104.789 m	22.321 m	232.392 m
1502	-103.328 m	22.315 m	244.954 m
1503	-101.849 m	22.308 m	257.532 m
1504	-100.352 m	22.302 m	270.125 m
1505	-98.837 m	22.296 m	282.732 m
1506	-97.335 m	22.289 m	295.097 m
1507	-95.856 m	22.283 m	307.158 m
1508	-94.36 m	22.277 m	319.233 m
1509	-92.848 m	22.271 m	331.321 m
1510	-91.321 m	22.265 m	343.422 m
1511	-89.777 m	22.259 m	355.538 m
1512	-88.218 m	22.253 m	367.666 m
1513	-86.643 m	22.247 m	379.809 m
1514	-85.053 m	22.241 m	391.965 m
1515	-83.448 m	22.235 m	404.134 m
1516	-81.827 m	22.229 m	416.317 m
1517	-80.191 m	22.223 m	428.513 m
1518	-78.54 m	22.217 m	440.722 m
1519	-76.874 m	22.211 m	452.945 m
1520	-75.194 m	22.205 m	465.181 m
1521	-73.498 m	22.199 m	477.43 m
1522	-71.788 m	22.193 m	489.692 m
1523	-70.063 m	22.187 m	501.968 m
1524	-68.325 m	22.181 m	514.257 m
1525	-66.571 m	22.175 m	526.558 m
1526	-64.804 m	22.17 m	538.873 m
1527	-63.023 m	22.164 m	551.201 m
1528	-61.227 m	22.158 m	563.542 m
1529	-59.418 m	22.152 m	575.896 m
1530	-57.595 m	22.146 m	588.263 m
1531	-55.758 m	22.141 m	600.642 m
1532	-53.908 m	22.135 m	613.035 m
1533	-52.045 m	22.129 m	625.44 m
1534	-50.168 m	22.123 m	637.858 m
1535	-48.278 m	22.118 m	650.289 m
1536	-46.375 m	22.112 m	662.732 m
1537	-44.458 m	22.106 m	675.189 m
1538	-42.529 m	22.101 m	687.657 m
1539	-40.588 m	22.095 m	700.139 m
1540	-38.633 m	22.09 m	712.633 m
1541	-36.666 m	22.084 m	725.139 m
1542	-34.694 m	22.079 m	737.612 m
1543	-32.783 m	22.074 m	749.643 m
1544	-30.859 m	22.068 m	761.684 m
1545	-28.925 m	22.063 m	773.737 m
1546	-26.98 m	22.058 m	785.801 m
1547	-25.024 m	22.053 m	797.877 m
1548	-23.057 m	22.048 m	809.964 m
1549	-21.079 m	22.043 m	822.062 m
1550	-19.09 m	22.038 m	834.172 m
1551	-17.091 m	22.033 m	846.293 m
1552	-15.081 m	22.028 m	858.425 m
1553	-13.061 m	22.023 m	870.568 m
1554	-11.031 m	22.019 m	882.722 m
1555	-8.99 m	22.014 m	894.888 m
1556	-6.939 m	22.009 m	907.064 m
1557	-4.878 m	22.005 m	919.252 m
1558	-2.808 m	22 m	931.451 m
1559	-0.727 m	21.995 m	943.66 m
1560	1.363 m	21.991 m	955.881 m
1561	3.463 m	21.986 m	968.112 m
1562	5.572 m	21.982 m	980.355 m
1563	7.691 m	21.978 m	992.608 m
1564	9.819 m	21.973 m	1004.872 m
1565	11.957 m	21.969 m	1017.147 m
1566	14.103 m	21.965 m	1029.432 m
1567	16.259 m	21.961 m	1041.728 m
1568	18.424 m	21.956 m	1054.036 m
1569	20.597 m	21.952 m	1066.353 m
1570	22.779 m	21.948 m	1078.682 m
1571	24.97 m	21.944 m	1091.02 m
1572	27.17 m	21.94 m	1103.37 m
1573	29.378 m	21.937 m	1115.73 m
1574	31.594 m	21.933 m	1128.101 m
1575	33.819 m	21.929 m	1140.482 m
1576	36.052 m	21.925 m	1152.873 m
1577	38.293 m	21.922 m	1165.275 m
1578	40.541 m	21.918 m	1177.688 m
1579	42.798 m	21.915 m	1190.11 m
1580	45.046 m	21.911 m	1202.45 m
1581	47.241 m	21.908 m	1214.471 m
1582	49.443 m	21.905 m	1226.501 m
1583	51.652 m	21.902 m	1238.541 m
1584	53.869 m	21.899 m	1250.59 m
1585	56.092 m	21.896 m	1262.649 m
1586	58.321 m	21.893 m	1274.718 m
1587	60.558 m	21.89 m	1286.795 m
1588	62.801 m	21.887 m	1298.883 m
1589	65.05 m	21.885 m	1310.979 m
1590	67.306 m	21.882 m	1323.085 m
1591	69.569 m	21.879 m	1335.201 m
1592	71.837 m	21.877 m	1347.325 m
1593	74.112 m	21.875 m	1359.459 m
1594	76.393 m	21.872 m	1371.602 m
1595	78.679 m	21.87 m	1383.755 m
1596	80.972 m	21.868 m	1395.916 m
1597	83.27 m	21.865 m	1408.087 m
1598	85.575 m	21.863 m	1420.267 m
1599	87.884 m	21.861 m	1432.456 m
1600	90.2 m	21.859 m	1444.654 m
1601	92.521 m	21.858 m	1456.861 m
1602	94.847 m	21.856 m	1469.077 m
1603	97.178 m	21.854 m	1481.302 m
1604	99.515 m	21.853 m	1493.536 m
1605	101.857 m	21.851 m	1505.779 m
1606	104.204 m	21.85 m	1518.031 m
1607	106.556 m	21.848 m	1530.292 m
1608	108.913 m	21.847 m	1542.561 m
1609	111.274 m	21.846 m	1554.84 m
1610	113.64 m	21.845 m	1567.127 m
1611	116.011 m	21.844 m	1579.423 m
1612	118.386 m	21.843 m	1591.728 m
1613	120.766 m	21.842 m	1604.041 m
1614	123.15 m	21.841 m	1616.363 m
1615	125.538 m	21.84 m	1628.694 m
1616	127.931 m	21.84 m	1641.034 m
1617	130.327 m	21.839 m	1653.382 m
1618	132.728 m	21.839 m	1665.738 m
1619	135.131 m	21.838 m	1678.096 m
1620	137.472 m	21.838 m	1690.125 m
1621	139.817 m	21.838 m	1702.161 m
1622	142.165 m	21.838 m	1714.206 m
1623	144.516 m	21.838 m	1726.258 m
1624	146.871 m	21.838 m	1738.318 m
1625	149.229 m	21.838 m	1750.387 m
1626	151.59 m	21.839 m	1762.463 m
1627	153.954 m	21.839 m	1774.547 m
1628	156.321 m	21.84 m	1786.639 m
1629	158.691 m	21.84 m	1798.738 m
1630	161.064 m	21.841 m	1810.846 m
1631	163.439 m	21.842 m	1822.961 m
1632	165.818 m	21.842 m	1835.084 m
1633	168.198 m	21.843 m	1847.215 m
1634	170.582 m	21.844 m	1859.353 m
1635	172.967 m	21.846 m	1871.499 m
1636	175.355 m	21.847 m	1883.653 m
1637	177.746 m	21.848 m	1895.814 m
1638	180.138 m	21.85 m	1907.983 m
1639	182.533 m	21.851 m	1920.159 m
1640	184.929 m	21.853 m	1932.343 m
1641	187.328 m	21.855 m	1944.534 m
1642	189.728 m	21.856 m	1956.733 m
1643	192.131 m	21.858 m	1968.939 m
1644	194.534 m	21.861 m	1981.153 m
1645	196.94 m	21.863 m	1993.374 m
1646	199.347 m	21.865 m	2005.603 m
1647	201.756 m	21.867 m	2017.839 m
1648	204.165 m	21.87 m	2030.082 m
1649	206.577 m	21.872 m	2042.332 m
1650	208.989 m	21.875 m	2054.59 m
1651	211.403 m	21.878 m	2066.855 m
1652	213.817 m	21.881 m	2079.127 m
1653	216.233 m	21.884 m	2091.407 m
1654	218.65 m	21.887 m	2103.693 m
1655	221.067 m	21.89 m	2115.987 m
1656	223.485 m	21.894 m	2128.288 m
1657	225.904 m	21.897 m	2140.596 m
1658	228.323 m	21.901 m	2152.911 m
1659	230.743 m	21.904 m	2165.233 m
1660	233.126 m	21.908 m	2177.372 m
1661	235.493 m	21.912 m	2189.436 m
1662	237.861 m	21.916 m	2201.506 m
1663	240.229 m	21.92 m	2213.582 m
1664	242.596 m	21.924 m	2225.666 m
1665	244.964 m	21.929 m	2237.755 m
1666	247.332 m	21.933 m	2249.852 m
1667	249.7 m	21.938 m	2261.955 m
1668	252.067 m	21.942 m	2274.064 m
1669	254.434 m	21.947 m	2286.18 m
1670	256.801 m	21.952 m	2298.303 m
1671	259.168 m	21.957 m	2310.431 m
1672	261.534 m	21.962 m	2322.567 m
1673	263.899 m	21.967 m	2334.708 m
1674	266.264 m	21.973 m	2346.856 m
1675	268.628 m	21.978 m	2359.011 m
1676	270.991 m	21.984 m	2371.171 m
1677	273.354 m	21.99 m	2383.338 m
1678	275.716 m	21.995 m	2395.512 m
1679	278.076 m	22.001 m	2407.691 m
1680	280.436 m	22.007 m	2419.877 m
1681	282.794 m	22.014 m	2432.069 m
1682	285.151 m	22.02 m	2444.267 m
1683	287.507 m	22.027 m	2456.471 m
1684	289.861 m	22.033 m	2468.681 m
1685	292.214 m	22.04 m	2480.898 m
1686	294.566 m	22.047 m	2493.12 m
1687	296.916 m	22.054 m	2505.349 m
1688	299.264 m	22.061 m	2517.583 m
1689	301.61 m	22.068 m	2529.824 m
1690	303.955 m	22.075 m	2542.071 m
1691	306.298 m	22.083 m	2554.323 m
1692	308.638 m	22.091 m	2566.582 m
1693	310.977 m	22.098 m	2578.846 m
1694	313.314 m	22.106 m	2591.116 m
1695	315.648 m	22.114 m	2603.392 m
1696	317.98 m	22.123 m	2615.674 m
1697	320.31 m	22.131 m	2627.962 m
1698	322.637 m	22.139 m	2640.256 m
1699	324.962 m	22.148 m	2652.555 m
1700	327.285 m	22.157 m	2664.86 m
1701	329.587 m	22.165 m	2677.076 m
1702	331.865 m	22.174 m	2689.187 m
1703	334.141 m	22.183 m	2701.303 m
1704	336.413 m	22.192 m	2713.425 m
1705	338.683 m	22.202 m	2725.552 m
1706	340.951 m	22.211 m	2737.684 m
1707	343.215 m	22.221 m	2749.822 m
1708	345.476 m	22.23 m	2761.965 m
1709	347.734 m	22.24 m	2774.114 m
1710	349.989 m	22.25 m	2786.268 m
1711	352.24 m	22.26 m	2798.427 m
1712	354.489 m	22.27 m	2810.591 m
1713	356.733 m	22.281 m	2822.761 m
1714	358.975 m	22.291 m	2834.936 m
1715	361.213 m	22.302 m	2847.116 m
1716	363.447 m	22.313 m	2859.301 m
1717	365.677 m	22.324 m	2871.492 m
1718	367.904 m	22.335 m	2883.687 m
1719	370.127 m	22.346 m	2895.888 m
1720	372.346 m	22.357 m	2908.094 m
1721	374.561 m	22.369 m	2920.305 m
1722	376.772 m	22.381 m	2932.52 m
1723	378.979 m	22.392 m	2944.741 m
1724	381.182 m	22.404 m	2956.967 m
1725	383.38 m	22.417 m	2969.198 m
1726	385.575 m	22.429 m	2981.434 m
1727	387.764 m	22.441 m	2993.675 m
1728	389.95 m	22.454 m	3005.92 m
1729	392.131 m	22.467 m	3018.171 m
1730	394.307 m	22.479 m	3030.426 m
1731	396.478 m	22.492 m	3042.686 m
1732	398.645 m	22.506 m	3054.951 m
1733	400.807 m	22.519 m	3067.221 m
1734	402.964 m	22.533 m	3079.496 m
1735	405.116 m	22.546 m	3091.775 m
1736	407.263 m	22.56 m	3104.059 m
1737	409.405 m	22.574 m	3116.348 m
1738	411.542 m	22.588 m	3128.641 m
1739	413.674 m	22.602 m	3140.939 m
1740	415.8 m	22.617 m	3153.242 m
1741	417.921 m	22.631 m	3165.549 m
1742	420.037 m	22.646 m	3177.861 m
1743	422.133 m	22.661 m	3190.101 m
1744	424.213 m	22.676 m	3202.276 m
1745	426.287 m	22.691 m	3214.455 m
1746	428.355 m	22.706 m	3226.639 m
1747	430.418 m	22.722 m	3238.827 m
1748	432.475 m	22.737 m	3251.019 m
1749	434.526 m	22.753 m	3263.215 m
1750	436.571 m	22.769 m	3275.416 m
1751	438.61 m	22.785 m	3287.621 m
1752	440.644 m	22.801 m	3299.831 m
1753	442.671 m	22.817 m	3312.044 m
1754	444.692 m	22.834 m	3324.262 m
1755	446.707 m	22.851 m	3336.484 m
1756	448.716 m	22.867 m	3348.71 m
1757	450.718 m	22.884 m	3360.94 m
1758	452.714 m	22.902 m	3373.175 m
1759	454.703 m	22.919 m	3385.413 m
1760	456.686 m	22.936 m	3397.656 m
1761	458.662 m	22.954 m	3409.903 m
1762	460.632 m	22.972 m	3422.153 m
1763	462.594 m	22.99 m	3434.408 m
1764	464.55 m	23.008 m	3446.666 m
1765	466.499 m	23.027 m	3458.929 m
1766	468.441 m	23.045 m	3471.196 m
1767	470.376 m	23.064 m	3483.466 m
1768	472.304 m	23.083 m	3495.74 m
1769	474.225 m	23.102 m	3508.019 m
1770	476.139 m	23.121 m	3520.301 m
1771	478.045 m	23.14 m	3532.587 m
1772	479.944 m	23.16 m	3544.876 m
1773	481.835 m	23.18 m	3557.17 m
1774	483.719 m	23.2 m	3569.467 m
1775	485.596 m	23.22 m	3581.768 m
1776	487.464 m	23.24 m	3594.073 m
1777	489.325 m	23.261 m	3606.381 m
1778	491.179 m	23.281 m	3618.694 m
1779	493.024 m	23.302 m	3631.009 m
1780	494.861 m	23.323 m	3643.329 m
1781	496.691 m	23.344 m	3655.652 m
1782	498.512 m	23.366 m	3667.978 m
1783	500.326 m	23.387 m	3680.308 m
1784	502.131 m	23.409 m	3692.642 m
1785	503.931 m	23.431 m	3705.004 m
1786	505.765 m	23.453 m	3717.625 m
1787	507.594 m	23.476 m	3730.23 m
1788	509.418 m	23.499 m	3742.819 m
1789	511.238 m	23.522 m	3755.392 m
1790	513.054 m	23.545 m	3767.948 m
1791	514.864 m	23.568 m	3780.489 m
1792	516.67 m	23.591 m	3793.012 m
1793	518.471 m	23.615 m	3805.52 m
1794	520.267 m	23.638 m	3818.011 m
1795	522.058 m	23.662 m	3830.487 m
1796	523.844 m	23.685 m	3842.945 m
1797	525.625 m	23.709 m	3855.388 m
1798	527.4 m	23.733 m	3867.814 m
1799	529.17 m	23.756 m	3880.223 m
1800	530.934 m	23.78 m	3892.617 m
1801	532.693 m	23.804 m	3904.994 m
1802	534.446 m	23.828 m	3917.354 m
1803	536.193 m	23.852 m	3929.699 m
1804	537.934 m	23.877 m	3942.027 m
1805	539.669 m	23.901 m	3954.338 m
1806	541.399 m	23.925 m	3966.633 m
1807	543.122 m	23.949 m	3978.911 m
1808	544.839 m	23.974 m	3991.174 m
1809	546.549 m	23.998 m	4003.419 m
1810	548.254 m	24.023 m	4015.648 m
1811	549.951 m	24.047 m	4027.861 m
1812	551.642 m	24.072 m	4040.057 m
1813	553.327 m	24.096 m	4052.237 m
1814	555.004 m	24.121 m	4064.4 m
1815	556.675 m	24.146 m	4076.547 m
1816	558.339 m	24.17 m	4088.677 m
1817	559.996 m	24.195 m	4100.79 m
1818	561.646 m	24.219 m	4112.887 m
1819	563.288 m	24.244 m	4124.967 m
1820	564.923 m	24.269 m	4137.031 m
1821	566.551 m	24.294 m	4149.078 m
1822	568.171 m	24.318 m	4161.109 m
1823	569.784 m	24.343 m	4173.123 m
1824	571.389 m	24.368 m	4185.12 m
1825	572.986 m	24.392 m	4197.101 m
1826	574.576 m	24.417 m	4209.065 m
1827	576.219 m	24.443 m	4221.478 m
1828	577.889 m	24.469 m	4234.151 m
1829	579.551 m	24.495 m	4246.805 m
1830	581.204 m	24.521 m	4259.44 m
1831	582.847 m	24.547 m	4272.056 m
1832	584.48 m	24.573 m	4284.654 m
