Point	X	Y	Z
537	-105.749	163.903	-2036.862
538	-105.766	163.751	-2036.522
539	-105.784	163.599	-2036.182
540	-105.802	163.448	-2035.841
541	-105.819	163.296	-2035.501
542	-105.837	163.143	-2035.16
543	-105.854	162.991	-2034.82
544	-105.872	162.839	-2034.479
545	-105.889	162.687	-2034.138
546	-105.906	162.535	-2033.797
547	-105.923	162.385	-2033.462
548	-105.94	162.237	-2033.131
549	-105.956	162.088	-2032.799
550	-105.973	161.94	-2032.468
551	-105.989	161.792	-2032.136
552	-106.006	161.643	-2031.804
553	-106.022	161.495	-2031.472
554	-106.038	161.346	-2031.14
555	-106.054	161.198	-2030.808
556	-106.07	161.049	-2030.476
557	-106.086	160.9	-2030.144
558	-106.102	160.752	-2029.812
559	-106.118	160.603	-2029.48
560	-106.134	160.454	-2029.148
561	-106.15	160.305	-2028.816
562	-106.166	160.156	-2028.483
563	-106.181	160.007	-2028.151
564	-106.197	159.858	-2027.819
565	-106.212	159.709	-2027.486
566	-106.228	159.56	-2027.154
567	-106.243	159.411	-2026.821
568	-106.258	159.261	-2026.488
569	-106.273	159.112	-2026.156
570	-106.289	158.963	-2025.823
571	-106.304	158.814	-2025.49
572	-106.319	158.664	-2025.158
573	-106.334	158.515	-2024.825
574	-106.348	158.365	-2024.492
575	-106.363	158.216	-2024.159
576	-106.378	158.066	-2023.826
577	-106.393	157.916	-2023.493
578	-106.407	157.767	-2023.16
579	-106.422	157.617	-2022.827
580	-106.436	157.467	-2022.494
581	-106.451	157.318	-2022.161
582	-106.465	157.168	-2021.827
583	-106.479	157.018	-2021.494
584	-106.493	156.868	-2021.161
585	-106.507	156.718	-2020.827
586	-106.521	156.568	-2020.494
587	-106.535	156.418	-2020.161
588	-106.549	156.268	-2019.827
589	-106.563	156.118	-2019.494
590	-106.577	155.968	-2019.16
591	-106.591	155.817	-2018.827
592	-106.604	155.667	-2018.493
593	-106.618	155.517	-2018.16
594	-106.631	155.367	-2017.826
595	-106.645	155.216	-2017.492
596	-106.658	155.066	-2017.158
597	-106.671	154.915	-2016.825
598	-106.685	154.765	-2016.491
599	-106.698	154.614	-2016.157
600	-106.711	154.464	-2015.823
601	-106.724	154.313	-2015.489
602	-106.737	154.163	-2015.156
603	-106.75	154.012	-2014.822
604	-106.762	153.862	-2014.488
605	-106.775	153.711	-2014.154
606	-106.788	153.56	-2013.82
607	-106.8	153.409	-2013.486
608	-106.813	153.259	-2013.152
609	-106.825	153.108	-2012.817
610	-106.838	152.957	-2012.483
611	-106.85	152.806	-2012.149
612	-106.862	152.655	-2011.815
613	-106.874	152.504	-2011.481
614	-106.887	152.353	-2011.147
615	-106.899	152.202	-2010.812
616	-106.911	152.051	-2010.478
617	-106.922	151.9	-2010.144
618	-106.934	151.749	-2009.81
619	-106.946	151.598	-2009.475
620	-106.958	151.447	-2009.141
621	-106.969	151.296	-2008.807
622	-106.981	151.144	-2008.472
623	-106.992	150.993	-2008.138
624	-107.004	150.842	-2007.803
625	-107.015	150.691	-2007.469
626	-107.026	150.539	-2007.135
627	-107.037	150.388	-2006.8
628	-107.049	150.237	-2006.466
629	-107.06	150.085	-2006.131
630	-107.071	149.934	-2005.797
631	-107.081	149.782	-2005.462
632	-107.092	149.631	-2005.128
633	-107.103	149.48	-2004.793
634	-107.114	149.328	-2004.458
635	-107.124	149.177	-2004.124
636	-107.135	149.025	-2003.789
637	-107.145	148.873	-2003.455
638	-107.156	148.722	-2003.12
639	-107.166	148.57	-2002.786
640	-107.176	148.419	-2002.451
641	-107.186	148.267	-2002.116
642	-107.197	148.115	-2001.782
643	-107.207	147.964	-2001.447
644	-107.217	147.812	-2001.112
645	-107.226	147.66	-2000.778
646	-107.236	147.508	-2000.443
647	-107.246	147.357	-2000.108
648	-107.256	147.205	-1999.774
649	-107.265	147.053	-1999.439
650	-107.275	146.901	-1999.104
651	-107.284	146.75	-1998.77
652	-107.294	146.598	-1998.435
653	-107.303	146.446	-1998.1
654	-107.312	146.294	-1997.766
655	-107.321	146.142	-1997.431
656	-107.331	145.99	-1997.096
657	-107.34	145.838	-1996.762
658	-107.349	145.686	-1996.427
659	-107.357	145.534	-1996.092
660	-107.366	145.382	-1995.758
661	-107.375	145.231	-1995.423
662	-107.384	145.079	-1995.088
663	-107.392	144.927	-1994.754
664	-107.401	144.775	-1994.419
665	-107.409	144.623	-1994.084
666	-107.418	144.471	-1993.75
667	-107.426	144.318	-1993.415
668	-107.434	144.166	-1993.081
669	-107.442	144.014	-1992.746
670	-107.45	143.862	-1992.411
