Point	X	Y	Z
582	4341.371 m	-1207.319 m	11578.164 m
583	4342.927 m	-1207.277 m	11590.609 m
584	4344.443 m	-1207.238 m	11603.036 m
585	4345.919 m	-1207.2 m	11615.444 m
586	4347.355 m	-1207.165 m	11627.833 m
587	4348.75 m	-1207.132 m	11640.202 m
588	4350.105 m	-1207.101 m	11652.552 m
589	4351.418 m	-1207.072 m	11664.882 m
590	4352.691 m	-1207.046 m	11677.192 m
591	4353.922 m	-1207.022 m	11689.482 m
592	4355.112 m	-1207.001 m	11701.751 m
593	4356.261 m	-1206.982 m	11714 m
594	4357.367 m	-1206.965 m	11726.228 m
595	4358.431 m	-1206.95 m	11738.434 m
596	4359.453 m	-1206.938 m	11750.619 m
597	4360.433 m	-1206.929 m	11762.783 m
598	4361.37 m	-1206.921 m	11774.924 m
599	4362.264 m	-1206.917 m	11787.044 m
600	4363.115 m	-1206.914 m	11799.141 m
601	4363.947 m	-1206.914 m	11811.501 m
602	4364.786 m	-1206.918 m	11824.084 m
603	4365.619 m	-1206.925 m	11836.653 m
604	4366.445 m	-1206.935 m	11849.211 m
605	4367.265 m	-1206.948 m	11861.756 m
606	4368.079 m	-1206.965 m	11874.288 m
607	4368.886 m	-1206.985 m	11886.808 m
608	4369.686 m	-1207.008 m	11899.316 m
609	4370.479 m	-1207.034 m	11911.811 m
610	4371.266 m	-1207.063 m	11924.294 m
611	4372.045 m	-1207.096 m	11936.764 m
612	4372.817 m	-1207.132 m	11949.222 m
613	4373.582 m	-1207.17 m	11961.668 m
614	4374.339 m	-1207.212 m	11974.101 m
615	4375.088 m	-1207.257 m	11986.522 m
616	4375.829 m	-1207.305 m	11998.931 m
617	4376.562 m	-1207.355 m	12011.327 m
618	4377.288 m	-1207.409 m	12023.711 m
619	4378.005 m	-1207.466 m	12036.083 m
620	4378.713 m	-1207.525 m	12048.442 m
621	4379.413 m	-1207.588 m	12060.789 m
622	4380.104 m	-1207.653 m	12073.124 m
623	4380.786 m	-1207.721 m	12085.447 m
624	4381.46 m	-1207.792 m	12097.757 m
625	4382.124 m	-1207.866 m	12110.055 m
626	4382.779 m	-1207.942 m	12122.341 m
627	4383.424 m	-1208.021 m	12134.615 m
628	4384.062 m	-1208.104 m	12146.918 m
629	4384.706 m	-1208.191 m	12159.518 m
630	4385.339 m	-1208.281 m	12172.106 m
631	4385.962 m	-1208.373 m	12184.68 m
632	4386.574 m	-1208.469 m	12197.241 m
633	4387.175 m	-1208.567 m	12209.79 m
634	4387.765 m	-1208.668 m	12222.326 m
635	4388.344 m	-1208.771 m	12234.849 m
636	4388.911 m	-1208.877 m	12247.359 m
637	4389.467 m	-1208.986 m	12259.856 m
638	4390.011 m	-1209.098 m	12272.341 m
639	4390.544 m	-1209.212 m	12284.813 m
640	4391.064 m	-1209.328 m	12297.272 m
641	4391.572 m	-1209.447 m	12309.718 m
642	4392.068 m	-1209.569 m	12322.151 m
643	4392.552 m	-1209.693 m	12334.572 m
644	4393.023 m	-1209.819 m	12346.98 m
645	4393.481 m	-1209.948 m	12359.375 m
646	4393.926 m	-1210.08 m	12371.758 m
647	4394.358 m	-1210.213 m	12384.128 m
648	4394.776 m	-1210.349 m	12396.485 m
649	4395.182 m	-1210.488 m	12408.83 m
650	4395.574 m	-1210.628 m	12421.162 m
651	4395.952 m	-1210.771 m	12433.481 m
652	4396.316 m	-1210.916 m	12445.788 m
653	4396.666 m	-1211.063 m	12458.082 m
654	4397.002 m	-1211.213 m	12470.363 m
655	4397.328 m	-1211.366 m	12482.792 m
656	4397.643 m	-1211.524 m	12495.396 m
657	4397.943 m	-1211.685 m	12507.987 m
658	4398.228 m	-1211.847 m	12520.565 m
659	4398.496 m	-1212.012 m	12533.13 m
660	4398.749 m	-1212.179 m	12545.681 m
661	4398.985 m	-1212.348 m	12558.219 m
662	4399.205 m	-1212.519 m	12570.744 m
663	4399.409 m	-1212.692 m	12583.256 m
664	4399.596 m	-1212.867 m	12595.754 m
665	4399.766 m	-1213.044 m	12608.239 m
666	4399.919 m	-1213.223 m	12620.711 m
667	4400.054 m	-1213.404 m	12633.17 m
668	4400.173 m	-1213.586 m	12645.616 m
669	4400.274 m	-1213.771 m	12658.049 m
670	4400.357 m	-1213.957 m	12670.468 m
671	4400.422 m	-1214.146 m	12682.875 m
672	4400.469 m	-1214.336 m	12695.268 m
673	4400.499 m	-1214.528 m	12707.648 m
674	4400.509 m	-1214.721 m	12720.016 m
675	4400.502 m	-1214.916 m	12732.37 m
676	4400.475 m	-1215.113 m	12744.711 m
677	4400.43 m	-1215.312 m	12757.039 m
678	4400.365 m	-1215.512 m	12769.354 m
679	4400.282 m	-1215.714 m	12781.656 m
680	4400.179 m	-1215.917 m	12793.945 m
681	4400.054 m	-1216.125 m	12806.399 m
682	4399.907 m	-1216.337 m	12818.995 m
683	4399.739 m	-1216.55 m	12831.578 m
684	4399.551 m	-1216.765 m	12844.147 m
685	4399.34 m	-1216.981 m	12856.702 m
686	4399.108 m	-1217.199 m	12869.244 m
687	4398.855 m	-1217.419 m	12881.772 m
688	4398.579 m	-1217.639 m	12894.287 m
689	4398.282 m	-1217.861 m	12906.787 m
690	4397.962 m	-1218.085 m	12919.275 m
691	4397.62 m	-1218.309 m	12931.749 m
692	4397.255 m	-1218.535 m	12944.209 m
693	4396.867 m	-1218.762 m	12956.656 m
694	4396.456 m	-1218.991 m	12969.089 m
695	4396.022 m	-1219.22 m	12981.509 m
696	4395.565 m	-1219.451 m	12993.915 m
697	4395.084 m	-1219.682 m	13006.308 m
698	4394.579 m	-1219.915 m	13018.687 m
699	4394.051 m	-1220.149 m	13031.053 m
700	4393.498 m	-1220.384 m	13043.406 m
701	4392.921 m	-1220.619 m	13055.745 m
702	4392.319 m	-1220.856 m	13068.071 m
703	4391.693 m	-1221.094 m	13080.383 m
704	4391.042 m	-1221.332 m	13092.682 m
705	4390.366 m	-1221.572 m	13104.968 m
706	4389.66 m	-1221.813 m	13117.329 m
707	4388.915 m	-1222.06 m	13129.888 m
708	4388.143 m	-1222.308 m	13142.432 m
709	4387.344 m	-1222.556 m	13154.963 m
710	4386.518 m	-1222.806 m	13167.48 m
711	4385.665 m	-1223.055 m	13179.983 m
712	4384.784 m	-1223.306 m	13192.472 m
713	4383.875 m	-1223.557 m	13204.947 m
714	4382.938 m	-1223.809 m	13217.409 m
715	4381.972 m	-1224.061 m	13229.856 m
716	4380.979 m	-1224.314 m	13242.29 m
717	4379.956 m	-1224.567 m	13254.71 m
718	4378.905 m	-1224.82 m	13267.116 m
719	4377.825 m	-1225.075 m	13279.508 m
720	4376.716 m	-1225.329 m	13291.886 m
721	4375.577 m	-1225.584 m	13304.251 m
722	4374.409 m	-1225.839 m	13316.602 m
723	4373.21 m	-1226.094 m	13328.939 m
724	4371.982 m	-1226.35 m	13341.263 m
725	4370.724 m	-1226.606 m	13353.572 m
726	4369.435 m	-1226.862 m	13365.869 m
727	4368.116 m	-1227.118 m	13378.151 m
728	4366.766 m	-1227.375 m	13390.42 m
729	4365.384 m	-1227.631 m	13402.675 m
730	4363.972 m	-1227.887 m	13414.916 m
731	4362.509 m	-1228.147 m	13427.303 m
732	4361.004 m	-1228.409 m	13439.758 m
733	4359.466 m	-1228.67 m	13452.199 m
734	4357.895 m	-1228.932 m	13464.626 m
735	4356.29 m	-1229.193 m	13477.039 m
736	4354.651 m	-1229.454 m	13489.437 m
737	4352.979 m	-1229.715 m	13501.822 m
738	4351.272 m	-1229.975 m	13514.192 m
739	4349.531 m	-1230.236 m	13526.549 m
740	4347.756 m	-1230.496 m	13538.891 m
741	4345.946 m	-1230.755 m	13551.22 m
742	4344.101 m	-1231.015 m	13563.534 m
743	4342.22 m	-1231.274 m	13575.835 m
744	4340.305 m	-1231.532 m	13588.121 m
745	4338.354 m	-1231.79 m	13600.394 m
746	4336.367 m	-1232.047 m	13612.653 m
747	4334.344 m	-1232.304 m	13624.898 m
748	4332.285 m	-1232.56 m	13637.129 m
749	4330.19 m	-1232.816 m	13649.346 m
750	4328.058 m	-1233.071 m	13661.549 m
751	4325.889 m	-1233.325 m	13673.739 m
752	4323.683 m	-1233.579 m	13685.915 m
753	4321.44 m	-1233.831 m	13698.076 m
754	4319.159 m	-1234.083 m	13710.225 m
755	4316.827 m	-1234.336 m	13722.435 m
756	4314.44 m	-1234.589 m	13734.707 m
757	4312.015 m	-1234.842 m	13746.965 m
758	4309.551 m	-1235.093 m	13759.209 m
759	4307.047 m	-1235.343 m	13771.44 m
760	4304.504 m	-1235.593 m	13783.656 m
761	4301.921 m	-1235.841 m	13795.858 m
762	4299.297 m	-1236.088 m	13808.046 m
763	4296.633 m	-1236.334 m	13820.22 m
764	4293.929 m	-1236.579 m	13832.38 m
765	4291.184 m	-1236.822 m	13844.526 m
766	4288.398 m	-1237.064 m	13856.658 m
767	4285.571 m	-1237.305 m	13868.777 m
768	4282.702 m	-1237.545 m	13880.881 m
769	4279.792 m	-1237.783 m	13892.972 m
770	4276.84 m	-1238.02 m	13905.048 m
771	4273.845 m	-1238.255 m	13917.111 m
772	4270.809 m	-1238.489 m	13929.16 m
773	4267.73 m	-1238.721 m	13941.196 m
774	4264.608 m	-1238.951 m	13953.217 m
775	4261.444 m	-1239.18 m	13965.225 m
776	4258.236 m	-1239.408 m	13977.219 m
777	4254.985 m	-1239.633 m	13989.199 m
778	4251.69 m	-1239.857 m	14001.165 m
779	4248.346 m	-1240.08 m	14013.138 m
780	4244.954 m	-1240.301 m	14025.109 m
781	4241.518 m	-1240.52 m	14037.066 m
782	4238.037 m	-1240.737 m	14049.009 m
783	4234.512 m	-1240.953 m	14060.938 m
784	4230.941 m	-1241.166 m	14072.854 m
785	4227.325 m	-1241.377 m	14084.756 m
786	4223.663 m	-1241.587 m	14096.644 m
787	4219.956 m	-1241.794 m	14108.519 m
788	4216.202 m	-1241.999 m	14120.38 m
789	4212.402 m	-1242.202 m	14132.227 m
790	4208.556 m	-1242.403 m	14144.061 m
791	4204.664 m	-1242.601 m	14155.881 m
792	4200.724 m	-1242.798 m	14167.688 m
793	4196.737 m	-1242.992 m	14179.481 m
794	4192.703 m	-1243.183 m	14191.261 m
795	4188.622 m	-1243.373 m	14203.027 m
796	4184.492 m	-1243.56 m	14214.78 m
797	4180.315 m	-1243.744 m	14226.519 m
798	4176.09 m	-1243.926 m	14238.245 m
799	4171.816 m	-1244.106 m	14249.957 m
800	4167.493 m	-1244.282 m	14261.656 m
801	4163.122 m	-1244.457 m	14273.341 m
802	4158.701 m	-1244.628 m	14285.014 m
803	4154.269 m	-1244.796 m	14296.577 m
804	4149.794 m	-1244.961 m	14308.109 m
805	4145.271 m	-1245.123 m	14319.628 m
806	4140.698 m	-1245.282 m	14331.135 m
807	4136.077 m	-1245.439 m	14342.628 m
808	4131.406 m	-1245.592 m	14354.108 m
809	4126.685 m	-1245.743 m	14365.575 m
810	4121.915 m	-1245.891 m	14377.029 m
811	4117.095 m	-1246.036 m	14388.47 m
812	4112.224 m	-1246.178 m	14399.899 m
813	4107.303 m	-1246.318 m	14411.314 m
814	4102.332 m	-1246.454 m	14422.716 m
815	4097.309 m	-1246.587 m	14434.106 m
816	4092.236 m	-1246.717 m	14445.482 m
817	4087.111 m	-1246.844 m	14456.846 m
818	4081.934 m	-1246.967 m	14468.197 m
819	4076.706 m	-1247.088 m	14479.535 m
820	4071.426 m	-1247.205 m	14490.86 m
821	4066.094 m	-1247.319 m	14502.172 m
822	4060.709 m	-1247.43 m	14513.471 m
823	4055.272 m	-1247.537 m	14524.758 m
824	4049.782 m	-1247.641 m	14536.032 m
825	4044.239 m	-1247.741 m	14547.293 m
826	4038.643 m	-1247.839 m	14558.542 m
827	4033.103 m	-1247.93 m	14569.561 m
828	4027.537 m	-1248.018 m	14580.517 m
829	4021.92 m	-1248.103 m	14591.462 m
830	4016.251 m	-1248.184 m	14602.394 m
831	4010.531 m	-1248.262 m	14613.314 m
832	4004.759 m	-1248.336 m	14624.222 m
833	3998.934 m	-1248.407 m	14635.119 m
834	3993.058 m	-1248.474 m	14646.003 m
835	3987.129 m	-1248.537 m	14656.875 m
836	3981.147 m	-1248.597 m	14667.735 m
837	3975.112 m	-1248.653 m	14678.584 m
838	3969.024 m	-1248.706 m	14689.42 m
839	3962.883 m	-1248.755 m	14700.244 m
840	3956.688 m	-1248.8 m	14711.057 m
841	3950.44 m	-1248.841 m	14721.857 m
842	3944.138 m	-1248.878 m	14732.646 m
843	3937.782 m	-1248.911 m	14743.423 m
844	3931.371 m	-1248.941 m	14754.188 m
845	3924.906 m	-1248.967 m	14764.941 m
846	3918.387 m	-1248.988 m	14775.682 m
847	3911.812 m	-1249.006 m	14786.412 m
848	3905.183 m	-1249.02 m	14797.13 m
849	3898.498 m	-1249.029 m	14807.836 m
850	3891.758 m	-1249.034 m	14818.53 m
851	3885.041 m	-1249.036 m	14829.089 m
852	3878.585 m	-1249.036 m	14839.14 m
853	3872.064 m	-1249.036 m	14849.199 m
854	3865.478 m	-1249.036 m	14859.265 m
855	3858.827 m	-1249.036 m	14869.339 m
856	3852.112 m	-1249.036 m	14879.42 m
857	3845.333 m	-1249.036 m	14889.508 m
858	3838.491 m	-1249.036 m	14899.604 m
859	3831.586 m	-1249.036 m	14909.707 m
860	3824.619 m	-1249.036 m	14919.817 m
861	3817.591 m	-1249.036 m	14929.935 m
862	3810.501 m	-1249.036 m	14940.059 m
863	3803.35 m	-1249.036 m	14950.191 m
864	3796.14 m	-1249.036 m	14960.33 m
865	3788.87 m	-1249.036 m	14970.476 m
866	3781.54 m	-1249.036 m	14980.629 m
867	3774.152 m	-1249.036 m	14990.789 m
868	3766.706 m	-1249.036 m	15000.956 m
869	3759.203 m	-1249.036 m	15011.13 m
870	3751.642 m	-1249.036 m	15021.311 m
871	3744.025 m	-1249.036 m	15031.498 m
872	3736.352 m	-1249.036 m	15041.693 m
873	3728.623 m	-1249.036 m	15051.895 m
874	3720.839 m	-1249.036 m	15062.103 m
875	3713.001 m	-1249.036 m	15072.318 m
876	3705.109 m	-1249.036 m	15082.54 m
877	3697.18 m	-1249.036 m	15092.747 m
878	3689.77 m	-1249.036 m	15102.231 m
879	3682.315 m	-1249.036 m	15111.721 m
880	3674.816 m	-1249.036 m	15121.216 m
881	3667.272 m	-1249.036 m	15130.716 m
882	3659.685 m	-1249.036 m	15140.223 m
883	3652.054 m	-1249.036 m	15149.735 m
884	3644.38 m	-1249.036 m	15159.253 m
885	3636.663 m	-1249.036 m	15168.776 m
886	3628.904 m	-1249.036 m	15178.305 m
887	3621.103 m	-1249.036 m	15187.839 m
888	3613.261 m	-1249.036 m	15197.379 m
889	3605.378 m	-1249.036 m	15206.924 m
890	3597.454 m	-1249.036 m	15216.475 m
891	3589.491 m	-1249.036 m	15226.031 m
892	3581.487 m	-1249.036 m	15235.593 m
893	3573.444 m	-1249.036 m	15245.16 m
894	3565.362 m	-1249.036 m	15254.732 m
895	3557.241 m	-1249.036 m	15264.31 m
896	3549.082 m	-1249.036 m	15273.893 m
897	3540.886 m	-1249.036 m	15283.481 m
898	3532.652 m	-1249.036 m	15293.075 m
899	3524.381 m	-1249.036 m	15302.673 m
900	3516.074 m	-1249.036 m	15312.277 m
901	3507.73 m	-1249.036 m	15321.886 m
902	3499.351 m	-1249.036 m	15331.501 m
903	3490.936 m	-1249.036 m	15341.12 m
904	3482.487 m	-1249.036 m	15350.745 m
905	3474.003 m	-1249.036 m	15360.374 m
906	3465.863 m	-1249.036 m	15369.582 m
907	3457.794 m	-1249.036 m	15378.68 m
908	3449.695 m	-1249.036 m	15387.783 m
909	3441.567 m	-1249.036 m	15396.89 m
910	3433.41 m	-1249.036 m	15406.001 m
911	3425.224 m	-1249.036 m	15415.117 m
912	3417.01 m	-1249.036 m	15424.237 m
913	3408.768 m	-1249.036 m	15433.362 m
914	3400.498 m	-1249.036 m	15442.491 m
915	3392.201 m	-1249.036 m	15451.624 m
916	3383.877 m	-1249.036 m	15460.761 m
917	3375.527 m	-1249.036 m	15469.903 m
918	3367.15 m	-1249.036 m	15479.049 m
919	3358.747 m	-1249.036 m	15488.199 m
920	3350.319 m	-1249.036 m	15497.354 m
921	3341.865 m	-1249.036 m	15506.513 m
922	3333.387 m	-1249.036 m	15515.676 m
923	3324.884 m	-1249.036 m	15524.843 m
924	3316.357 m	-1249.036 m	15534.014 m
925	3307.806 m	-1249.036 m	15543.189 m
926	3299.231 m	-1249.036 m	15552.369 m
927	3290.633 m	-1249.036 m	15561.552 m
928	3282.013 m	-1249.036 m	15570.74 m
929	3273.37 m	-1249.036 m	15579.932 m
930	3264.704 m	-1249.036 m	15589.127 m
931	3256.017 m	-1249.036 m	15598.327 m
932	3247.309 m	-1249.036 m	15607.531 m
933	3238.579 m	-1249.036 m	15616.738 m
934	3229.829 m	-1249.036 m	15625.95 m
935	3221.058 m	-1249.036 m	15635.165 m
936	3212.56 m	-1249.036 m	15644.077 m
937	3204.089 m	-1249.036 m	15652.946 m
938	3195.6 m	-1249.036 m	15661.818 m
939	3187.093 m	-1249.036 m	15670.694 m
940	3178.568 m	-1249.036 m	15679.573 m
941	3170.027 m	-1249.036 m	15688.456 m
942	3161.469 m	-1249.036 m	15697.342 m
943	3152.894 m	-1249.036 m	15706.232 m
944	3144.304 m	-1249.036 m	15715.125 m
945	3135.697 m	-1249.036 m	15724.022 m
946	3127.075 m	-1249.036 m	15732.922 m
947	3118.438 m	-1249.036 m	15741.826 m
948	3109.785 m	-1249.036 m	15750.733 m
949	3101.118 m	-1249.036 m	15759.643 m
950	3092.437 m	-1249.036 m	15768.557 m
951	3083.742 m	-1249.036 m	15777.474 m
952	3075.033 m	-1249.036 m	15786.394 m
953	3066.31 m	-1249.036 m	15795.317 m
954	3057.575 m	-1249.036 m	15804.244 m
955	3048.826 m	-1249.036 m	15813.174 m
956	3040.066 m	-1249.036 m	15822.108 m
957	3031.293 m	-1249.036 m	15831.044 m
958	3022.508 m	-1249.036 m	15839.984 m
959	3013.711 m	-1249.036 m	15848.927 m
960	3004.903 m	-1249.036 m	15857.873 m
961	2996.084 m	-1249.036 m	15866.822 m
962	2987.255 m	-1249.036 m	15875.775 m
963	2978.415 m	-1249.036 m	15884.73 m
964	2969.565 m	-1249.036 m	15893.689 m
965	2960.705 m	-1249.036 m	15902.651 m
966	2951.836 m	-1249.036 m	15911.615 m
967	2943.097 m	-1249.036 m	15920.442 m
968	2934.396 m	-1249.036 m	15929.226 m
969	2925.686 m	-1249.036 m	15938.012 m
970	2916.969 m	-1249.036 m	15946.801 m
971	2908.244 m	-1249.036 m	15955.593 m
972	2899.511 m	-1249.036 m	15964.387 m
973	2890.772 m	-1249.036 m	15973.185 m
974	2882.026 m	-1249.036 m	15981.985 m
975	2873.273 m	-1249.036 m	15990.788 m
976	2864.514 m	-1249.036 m	15999.594 m
977	2855.749 m	-1249.036 m	16008.403 m
978	2846.979 m	-1249.036 m	16017.214 m
979	2838.203 m	-1249.036 m	16026.028 m
980	2829.422 m	-1249.036 m	16034.845 m
981	2820.636 m	-1249.036 m	16043.664 m
982	2811.846 m	-1249.036 m	16052.486 m
983	2803.051 m	-1249.036 m	16061.311 m
984	2794.253 m	-1249.036 m	16070.138 m
985	2785.451 m	-1249.036 m	16078.968 m
986	2776.645 m	-1249.036 m	16087.801 m
987	2767.837 m	-1249.036 m	16096.636 m
988	2759.026 m	-1249.036 m	16105.473 m
989	2750.212 m	-1249.036 m	16114.314 m
990	2741.396 m	-1249.036 m	16123.156 m
991	2732.578 m	-1249.036 m	16132.002 m
992	2723.759 m	-1249.036 m	16140.849 m
993	2714.938 m	-1249.036 m	16149.7 m
994	2706.116 m	-1249.036 m	16158.552 m
995	2697.293 m	-1249.036 m	16167.407 m
996	2688.47 m	-1249.036 m	16176.265 m
997	2679.646 m	-1249.036 m	16185.125 m
998	2670.823 m	-1249.036 m	16193.987 m
999	2662.031 m	-1249.036 m	16202.82 m
1000	2653.24 m	-1249.036 m	16211.655 m
1001	2644.451 m	-1249.036 m	16220.492 m
1002	2635.663 m	-1249.036 m	16229.331 m
1003	2626.876 m	-1249.036 m	16238.173 m
1004	2618.091 m	-1249.036 m	16247.017 m
1005	2609.308 m	-1249.036 m	16255.863 m
1006	2600.527 m	-1249.036 m	16264.712 m
1007	2591.749 m	-1249.036 m	16273.562 m
1008	2582.974 m	-1249.036 m	16282.415 m
1009	2574.202 m	-1249.036 m	16291.27 m
1010	2565.434 m	-1249.036 m	16300.127 m
1011	2556.669 m	-1249.036 m	16308.987 m
1012	2547.908 m	-1249.036 m	16317.848 m
1013	2539.152 m	-1249.036 m	16326.712 m
1014	2530.4 m	-1249.036 m	16335.577 m
1015	2521.653 m	-1249.036 m	16344.445 m
1016	2512.911 m	-1249.036 m	16353.315 m
1017	2504.175 m	-1249.036 m	16362.187 m
1018	2495.444 m	-1249.036 m	16371.061 m
1019	2486.719 m	-1249.036 m	16379.937 m
1020	2478.001 m	-1249.036 m	16388.815 m
1021	2469.289 m	-1249.036 m	16397.695 m
1022	2460.584 m	-1249.036 m	16406.576 m
1023	2451.886 m	-1249.036 m	16415.46 m
1024	2443.196 m	-1249.036 m	16424.346 m
1025	2434.513 m	-1249.036 m	16433.234 m
1026	2425.838 m	-1249.036 m	16442.123 m
1027	2417.171 m	-1249.036 m	16451.015 m
1028	2408.513 m	-1249.036 m	16459.908 m
1029	2399.864 m	-1249.036 m	16468.803 m
1030	2391.215 m	-1249.036 m	16477.709 m
1031	2382.468 m	-1249.036 m	16486.728 m
1032	2373.731 m	-1249.036 m	16495.749 m
1033	2365.004 m	-1249.036 m	16504.771 m
1034	2356.287 m	-1249.036 m	16513.796 m
1035	2347.582 m	-1249.036 m	16522.822 m
1036	2338.887 m	-1249.036 m	16531.85 m
1037	2330.204 m	-1249.036 m	16540.88 m
1038	2321.532 m	-1249.036 m	16549.911 m
1039	2312.873 m	-1249.036 m	16558.945 m
1040	2304.226 m	-1249.036 m	16567.979 m
1041	2295.591 m	-1249.036 m	16577.016 m
1042	2286.969 m	-1249.036 m	16586.054 m
1043	2278.361 m	-1249.036 m	16595.094 m
1044	2269.766 m	-1249.036 m	16604.136 m
1045	2261.184 m	-1249.036 m	16613.179 m
1046	2252.617 m	-1249.036 m	16622.224 m
1047	2244.064 m	-1249.036 m	16631.27 m
1048	2235.526 m	-1249.036 m	16640.318 m
1049	2227.002 m	-1249.036 m	16649.367 m
1050	2218.494 m	-1249.036 m	16658.418 m
1051	2210.002 m	-1249.036 m	16667.471 m
1052	2201.525 m	-1249.036 m	16676.525 m
1053	2193.064 m	-1249.036 m	16685.58 m
1054	2184.62 m	-1249.036 m	16694.637 m
1055	2176.192 m	-1249.036 m	16703.695 m
1056	2167.781 m	-1249.036 m	16712.755 m
1057	2159.388 m	-1249.036 m	16721.816 m
1058	2151.012 m	-1249.036 m	16730.879 m
1059	2142.654 m	-1249.036 m	16739.943 m
1060	2134.315 m	-1249.036 m	16749.008 m
1061	2125.993 m	-1249.036 m	16758.074 m
1062	2117.537 m	-1249.036 m	16767.31 m
1063	2109.001 m	-1249.036 m	16776.657 m
1064	2100.486 m	-1249.036 m	16786.005 m
1065	2091.991 m	-1249.036 m	16795.354 m
1066	2083.518 m	-1249.036 m	16804.705 m
1067	2075.066 m	-1249.036 m	16814.056 m
1068	2066.636 m	-1249.036 m	16823.41 m
1069	2058.228 m	-1249.036 m	16832.764 m
1070	2049.842 m	-1249.036 m	16842.12 m
1071	2041.48 m	-1249.036 m	16851.477 m
1072	2033.14 m	-1249.036 m	16860.835 m
1073	2024.824 m	-1249.036 m	16870.194 m
1074	2016.532 m	-1249.036 m	16879.555 m
1075	2008.264 m	-1249.036 m	16888.916 m
1076	2000.02 m	-1249.036 m	16898.279 m
1077	1991.801 m	-1249.036 m	16907.643 m
1078	1983.607 m	-1249.036 m	16917.008 m
1079	1975.438 m	-1249.036 m	16926.374 m
1080	1967.295 m	-1249.036 m	16935.741 m
1081	1959.178 m	-1249.036 m	16945.109 m
1082	1951.088 m	-1249.036 m	16954.478 m
1083	1943.024 m	-1249.036 m	16963.848 m
1084	1934.987 m	-1249.036 m	16973.219 m
1085	1926.978 m	-1249.036 m	16982.591 m
1086	1918.996 m	-1249.036 m	16991.964 m
1087	1911.042 m	-1249.036 m	17001.338 m
1088	1903.116 m	-1249.036 m	17010.713 m
1089	1895.219 m	-1249.036 m	17020.088 m
1090	1887.351 m	-1249.036 m	17029.465 m
1091	1879.512 m	-1249.036 m	17038.842 m
1092	1871.678 m	-1249.036 m	17048.25 m
1093	1863.532 m	-1249.036 m	17058.073 m
1094	1855.418 m	-1249.036 m	17067.896 m
1095	1847.339 m	-1249.036 m	17077.72 m
1096	1839.293 m	-1249.036 m	17087.545 m
1097	1831.282 m	-1249.036 m	17097.37 m
1098	1823.305 m	-1249.036 m	17107.196 m
1099	1815.363 m	-1249.036 m	17117.023 m
1100	1807.457 m	-1249.036 m	17126.851 m
1101	1799.586 m	-1249.036 m	17136.68 m
1102	1791.751 m	-1249.036 m	17146.509 m
1103	1783.953 m	-1249.036 m	17156.339 m
1104	1776.192 m	-1249.036 m	17166.169 m
1105	1768.468 m	-1249.036 m	17176 m
1106	1760.781 m	-1249.036 m	17185.832 m
1107	1753.133 m	-1249.036 m	17195.664 m
1108	1745.522 m	-1249.036 m	17205.497 m
1109	1737.951 m	-1249.036 m	17215.33 m
1110	1730.418 m	-1249.036 m	17225.164 m
1111	1722.925 m	-1249.036 m	17234.998 m
1112	1715.472 m	-1249.036 m	17244.833 m
1113	1708.059 m	-1249.036 m	17254.668 m
1114	1700.687 m	-1249.036 m	17264.504 m
1115	1693.355 m	-1249.036 m	17274.34 m
1116	1686.065 m	-1249.036 m	17284.176 m
1117	1678.816 m	-1249.036 m	17294.013 m
1118	1671.609 m	-1249.036 m	17303.85 m
1119	1664.445 m	-1249.036 m	17313.687 m
1120	1657.324 m	-1249.036 m	17323.525 m
1121	1650.245 m	-1249.036 m	17333.363 m
1122	1642.813 m	-1249.036 m	17343.758 m
1123	1635.391 m	-1249.036 m	17354.209 m
1124	1628.019 m	-1249.036 m	17364.66 m
1125	1620.697 m	-1249.036 m	17375.112 m
1126	1613.426 m	-1249.036 m	17385.564 m
1127	1606.206 m	-1249.036 m	17396.015 m
1128	1599.038 m	-1249.036 m	17406.467 m
1129	1591.922 m	-1249.036 m	17416.919 m
1130	1584.859 m	-1249.036 m	17427.371 m
1131	1577.849 m	-1249.036 m	17437.823 m
1132	1570.892 m	-1249.036 m	17448.275 m
1133	1563.989 m	-1249.036 m	17458.727 m
1134	1557.141 m	-1249.036 m	17469.179 m
1135	1550.347 m	-1249.036 m	17479.631 m
1136	1543.609 m	-1249.036 m	17490.083 m
1137	1536.927 m	-1249.036 m	17500.535 m
1138	1530.301 m	-1249.036 m	17510.986 m
1139	1523.731 m	-1249.036 m	17521.438 m
1140	1517.218 m	-1249.036 m	17531.889 m
1141	1510.763 m	-1249.036 m	17542.34 m
1142	1504.366 m	-1249.036 m	17552.79 m
1143	1498.027 m	-1249.036 m	17563.24 m
1144	1491.747 m	-1249.036 m	17573.69 m
1145	1485.527 m	-1249.036 m	17584.14 m
1146	1479.366 m	-1249.036 m	17594.589 m
1147	1473.265 m	-1249.036 m	17605.038 m
1148	1467.225 m	-1249.036 m	17615.487 m
1149	1461.098 m	-1249.036 m	17626.183 m
1150	1454.828 m	-1249.036 m	17637.164 m
1151	1448.575 m	-1249.036 m	17648.134 m
1152	1442.34 m	-1249.036 m	17659.094 m
1153	1436.122 m	-1249.036 m	17670.044 m
1154	1429.922 m	-1249.036 m	17680.985 m
1155	1423.74 m	-1249.036 m	17691.916 m
1156	1417.575 m	-1249.036 m	17702.838 m
1157	1411.427 m	-1249.036 m	17713.751 m
